Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ANGLO ASIAN MINING PLC,LON:AAZ,25/09/2018 16:30:00,67.5,64,68,63.51,279543,68.75,26.7
ANGLO-EASTERN PLANTATIONS PLC,LON:AEP,25/09/2018 16:35:02,560,600,600,550,11290,886,550
ANGLO PACIFIC GROUP PLC,LON:APF,25/09/2018 16:35:21,151.5,154,154,150.5,81442,168,122.41
ANGUS ENERGY PLC,LON:ANGS,25/09/2018 16:30:00,8.29,8.55,8.65,8.25,5897404,38,4.41
ANIMALCARE GROUP PLC,LON:ANCR,25/09/2018 17:13:05,198.5,214.8,214.8,192.4,76757,372.5,150
ANPARIO PLC,LON:ANP,25/09/2018 16:30:00,495.56,495.56,509.5,480,5501,510,376.55
ANTOFAGASTA PLC,LON:70GD,15/03/2017 12:09:35,75,,,,0,,
ANTOFAGASTA PLC,LON:ANTO,25/09/2018 16:35:14,874.8,859.6,875,857,1996483,1171.5,11.12
AORTECH INTERNATIONAL PLC,LON:AOR,25/09/2018 16:30:00,73.01,76.55,78.6,73.01,22874,98.1,16.63
AO WORLD PLC,LON:AO.,,,,,,,,
APAX GLOBAL ALPHA LIMITED,LON:APAX,25/09/2018 16:35:21,136,136,138,136,177881,155,128.34
APC TECHNOLOGY GROUP PLC,LON:APC,25/09/2018 16:30:00,7.25,7.25,7.25,7.25,68931,8.5,5.6
APPLEGREEN PLC,LON:APGN,25/09/2018 16:30:00,542,,,,0,580,473.5
APPLIED GRAPHENE MATERIALS PLC,LON:AGM,25/09/2018 16:30:00,42.71,45,46,42.71,15227,97.5,35
APPSCATTER GROUP PLC,LON:APPS,25/09/2018 16:30:00,29.55,28.6,32,28.6,229151,95,28.6
APQ GLOBAL LIMITED,LON:APQ,25/09/2018 16:30:00,83,,,,0,105.75,83
AQUILA SERVICES GROUP PLC,LON:AQSG,25/09/2018 16:30:00,42,,,,0,44.9,36.5
AQUIS EXCHANGE PLC,LON:AQX,25/09/2018 16:30:00,425,425,442,425,3087,475,330
ARBUTHNOT BANKING GROUP PLC,LON:ARBB,25/09/2018 16:30:00,1477,1477,1477,1477,58,1650,1260
ARC MINERALS LIMITED,LON:ARCM,25/09/2018 17:13:07,4.08,4.1,4.18,3.92,2144983,5.77,2
ARCONTECH GROUP PLC,LON:ARC,25/09/2018 16:30:00,137.45,138.45,138.45,137.45,5262,164.95,57
ARDEN PARTNERS PLC,LON:ARDN,25/09/2018 16:30:00,35.25,,,,0,55.7,34.51
ARENA EVENTS GROUP PLC,LON:ARE,25/09/2018 16:30:00,69.19,69.5,69.5,69.19,21663,74,47.65
ARGO BLOCKCHAIN PLC,LON:ARB,25/09/2018 16:35:06,7.7,8.7,8.7,7.7,505767,17.4,7.7
ARGO GROUP LIMITED,LON:ARGO,25/09/2018 16:30:00,17.4,17.4,17.4,17.4,10000,19,15.5
ARGOS RESOURCES LIMITED,LON:ARG,25/09/2018 16:30:00,6.03,6.13,6.15,6.03,14743,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,25/09/2018 16:30:00,1.35,1.34,1.35,1.27,910285,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,25/09/2018 16:30:00,0.21,0.21,0.21,0.2,2605729,0.6,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,25/09/2018 16:30:00,179.9,174.05,179.9,174.05,2200,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,25/09/2018 16:30:00,1.65,1.64,1.65,1.55,384694,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,25/09/2018 16:30:00,0.32,,,,0,0.45,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,25/09/2018 16:39:16,236.5,235,241.5,234,419847,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,25/09/2018 16:30:00,313.2,313.5,317,312,8664,358,287
ARTEMIS VCT PLC,LON:AAM,25/09/2018 16:30:00,73,69.73,73,69.73,600,82,62.5
ARTILIUM PLC,LON:ARTA,25/09/2018 16:37:57,21.3,22,22,20.62,640647,22,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,25/09/2018 16:35:19,479.2,474,487.45,460.25,7136,525,313.5
ASCENTIAL PLC,LON:ASCL,25/09/2018 16:35:02,419.2,432.8,432.8,418.6,223606,469,324.3
ASCENT RESOURCES PLC,LON:AST,25/09/2018 16:30:00,0.87,0.89,0.89,0.83,7372593,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,25/09/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,25/09/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,25/09/2018 16:30:00,4.75,4.59,4.9,4.59,396329,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,25/09/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,25/09/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,25/09/2018 16:35:22,366,370.8,370.8,363.8,828268,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,25/09/2018 16:30:00,98,98.7,98.7,97.45,109100,107.98,97
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,25/09/2018 16:35:12,2366,2343,2366,2335,1035823,2447,1744
ASIAMET RESOURCES LIMITED,LON:ARS,25/09/2018 16:39:10,10,9.89,10.25,9.83,3939474,15,4.6
ASOS PLC,LON:ASC,25/09/2018 16:35:10,5800,5700,5854,5700,253512,7770,58.29
ASSETCO PLC,LON:ASTO,25/09/2018 16:30:00,370,370,370,370,19,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,25/09/2018 16:30:00,30,,,,0,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,25/09/2018 16:35:05,2284,2261,2292.67,2261,786232,3387,2186
ASSURA PLC,LON:AGR,25/09/2018 16:36:08,54.3,55.9,55.9,54.1,1457333,64.4,53.5
ASTRAZENECA PLC,LON:AZN,25/09/2018 16:38:57,5793,5690,5793,5660,1773011,6126.4,4544.5
ATALAYA MINING PLC,LON:ATYM,25/09/2018 16:30:00,255,265,265,255,157961,16400,150
ATHELNEY TRUST PLC,LON:ATY,25/09/2018 16:30:00,262,,,,0,289,238
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,25/09/2018 16:30:00,220.1,218,220.1,218,2849,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,25/09/2018 16:35:04,2.35,2.31,2.35,2.31,3600,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,25/09/2018 16:30:00,35,35,35,35,13498,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,25/09/2018 16:30:00,34,,,,0,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,25/09/2018 16:30:00,2.15,2.23,2.23,2.15,101162,3.9,1.57
AUGEAN PLC,LON:AUG,25/09/2018 16:30:00,51.4,51.3,51.4,51.3,63912,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,25/09/2018 16:30:00,101.54,102.05,102.05,101.54,12780,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,25/09/2018 16:30:00,2.58,,,,0,3.2,1
AURA ENERGY LIMITED,LON:AURA,25/09/2018 16:30:00,1.2,,,,0,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,25/09/2018 16:30:00,215.66,214.18,215.66,214.18,8113,223,196
AUTINS GROUP PLC,LON:AUTG,25/09/2018 16:30:00,35.01,35.01,35.01,35.01,137,150,35.01
AUTO TRADER GROUP PLC,LON:AUTO,25/09/2018 16:38:26,462.06,463,468,451.4,4708781,471.4,313
AVACTA GROUP PLC,LON:AVCT,25/09/2018 16:30:00,24.5,25.5,25.5,24.5,55085,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,25/09/2018 16:30:00,5.08,4.94,5.08,4.71,54099,15.9,4.5
AVAST PLC,LON:AVST,25/09/2018 16:35:28,289.65,287.5,289.95,285.15,1247254,290,205
AVATION PLC,LON:AVAP,25/09/2018 16:30:00,250,250,250.5,247.4,11633,252,202
AVESORO RESOURCES INC.,LON:ASO,25/09/2018 16:30:00,183.05,183.05,183.05,183,7937,294.5,170
AVEVA GROUP PLC,LON:AVV,25/09/2018 16:35:21,2926,2956,2966.42,2922,265490,3084,1791
AVINGTRANS PLC,LON:AVG,25/09/2018 16:30:00,212.25,212.08,216,212,8865,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,25/09/2018 16:30:00,148,149.45,149.45,148,17784,178.86,103
AVIVA PLC,LON:AV.B,25/09/2018 16:30:00,141.76,141.8,141.8,141,23508,162.25,119
AVOCET MINING PLC,LON:AVM,25/09/2018 16:30:00,10.9,10.9,10.9,10.9,11129,25.5,10.61
AVON RUBBER PLC,LON:AVON,25/09/2018 16:35:21,1360,1360,1390,1352.5,31747,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,25/09/2018 16:30:00,34.28,34.5,34.5,34.28,14513,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,25/09/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,25/09/2018 16:35:27,719,722,726.4,714.6,1127880,868,604
BACANORA LITHIUM PLC,LON:BCN,25/09/2018 16:30:00,35.3,37.01,37.2,35,353824,157,35
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,25/09/2018 16:30:00,2.45,2.55,2.6,2.43,1944926,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,25/09/2018 16:30:00,1.69,1.64,1.7,1.63,2035079,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,25/09/2018 16:30:00,101.5,101.5,101.5,101.5,2500,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,25/09/2018 16:46:32,854.6,850.32,858,848.01,103170,886,696.5
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,25/09/2018 16:30:00,202.5,199.02,203.6,199.02,148463,206,144.5
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,25/09/2018 16:35:27,183,183.18,184,183,110350,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,25/09/2018 16:35:06,133,133.01,133.01,132.63,112068,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,25/09/2018 16:30:00,41.04,,,,0,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,25/09/2018 16:35:16,170,170,170,169,22003,215,164
BALFOUR BEATTY PLC,LON:BBY,25/09/2018 16:35:16,280.8,285.5,286.6,279.7,1024035,318.6,252.8
BALFOUR BEATTY PLC,LON:BBYB,25/09/2018 16:30:00,110.21,110.21,110.21,110.21,13259,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,25/09/2018 16:50:32,5.6,5.65,5.67,5.6,262972,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,,,,,,,,
BANGO PLC,LON:BGO,25/09/2018 16:30:00,175,175.63,177,173.15,112165,275.67,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,25/09/2018 16:35:27,896,902,902,893,68745,926.96,800.5
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,25/09/2018 16:59:28,2.29,2.34,2.34,2.26,44939,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,25/09/2018 16:35:28,1720.4,1758.2,1764.8,1720.4,57336,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,25/09/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,25/09/2018 16:35:29,7.07,7.13,7.14,7.02,111924,8.24,6.18
BARCLAYS PLC,LON:BARC,25/09/2018 16:35:17,175.12,175.98,176.44,174.52,34444671,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,25/09/2018 16:30:00,702,696,704,670,10845,852,648
BARLOWORLD LD,LON:BWO,25/09/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,25/09/2018 16:30:00,0.54,0.5,0.54,0.48,4313839,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,25/09/2018 16:30:00,88.25,88.25,88.25,88.25,2588,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,25/09/2018 16:30:00,86,87.16,87.16,86,6162,89.2,83
BARR (A.G.) PLC,LON:BAG,25/09/2018 16:41:22,728.5,710,729,710,145937,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,25/09/2018 16:42:25,562.1,560.2,565.08,557.2,2387315,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,25/09/2018 16:30:00,13.5,,,,0,19.32,13
BASF SE,LON:BFA,25/09/2018 17:57:04,79.83,80.85,81.01,79.39,262957,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,25/09/2018 16:30:00,3.64,,,,0,6.5,3.31
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,25/09/2018 16:30:00,39,39.3,39.8,39,110231,42.5,16.75
BBA AVIATION PLC,LON:BBA,25/09/2018 16:35:29,296.4,297.4,299.4,295.8,726818,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,25/09/2018 16:35:04,145.5,145.19,146.5,144.5,835594,150.5,130
BB HEALTHCARE TRUST PLC,LON:BBH,25/09/2018 16:35:05,145,145.35,146,144,171750,150.34,101.41
