Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ADEPT TELECOM PLC,LON:ADT,28/09/2018 16:30:00,412,402.88,424.89,398.28,28105,424.89,256.2
ADES INTERNATIONAL HOLDING LTD,LON:ADES,28/09/2018 16:30:00,13.35,13.35,13.35,13.35,129,17.5,11.95
ADMIRAL GROUP PLC,LON:ADM,28/09/2018 16:48:14,2080,2084,2093,2042,959272,2138,1775
ADVANCED MEDICAL SOLUTIONS GROUP PLC,LON:AMS,28/09/2018 16:35:12,330.5,327.5,338.5,326,189420,374,281
ADVANCED ONCOTHERAPY PLC,LON:AVO,28/09/2018 16:44:15,42,42.7,44,41.25,63443,64.8,20.25
ADVFN PLC,LON:AFN,28/09/2018 16:30:00,25,25,25,25,42,84.5,21.7
AECI LD,LON:87FZ,28/09/2018 16:30:00,55,,,,0,65.75,65.75
AEOREMA COMMUNICATIONS PLC,LON:AEO,28/09/2018 16:30:00,27.3,,,,0,34.9,23.04
AEW UK LONG LEASE REIT PLC,LON:AEWL,28/09/2018 16:30:00,94.01,94.01,94.3,94.01,20648,103.5,84.01
AEW UK REIT PLC,LON:AEWU,28/09/2018 16:30:00,95.01,95,95.2,95,90331,102,94
AFARAK GROUP PLC,LON:AFRK,28/09/2018 16:30:00,80.75,,,,0,100,65.5
AFC ENERGY PLC,LON:AFC,28/09/2018 16:30:00,6.68,7.05,7.05,6.54,361255,19.38,6.54
AFH FINANCIAL GROUP PLC,LON:AFHP,28/09/2018 16:30:00,392,,,,0,424,243
AFI DEVELOPMENT PLC,LON:AFRB,28/09/2018 16:30:00,0.22,,,,0,0.35,0.15
AFRICAN BATTERY METALS PLC,LON:ABM,28/09/2018 16:30:00,2.25,2.3,2.3,2.25,21318,11,2.25
AFRICA OPPORTUNITY FUND LIMITED,LON:AOF,28/09/2018 16:30:00,0.71,0.71,0.71,0.71,6750,0.84,0.7
AFRITIN MINING LIMITED,LON:ATM,28/09/2018 16:30:00,3.54,3.6,3.6,3.53,692343,4.39,1.93
AGGREGATED MICRO POWER HOLDINGS PLC,LON:AMPH,28/09/2018 16:30:00,100,,,,0,113.5,74.41
AGGREKO PLC,LON:AGK,28/09/2018 16:35:23,872.2,860,872.2,853.6,786738,994.5,636.8
AGRITERRA LD,LON:AGTA,28/09/2018 16:30:00,11.56,10.9,11.56,10.9,21367,29,8
AIB GROUP PLC,LON:AIBG,28/09/2018 17:13:30,4.45,4.57,4.57,4.38,1210161,5.8,4.38
AIQ LIMITED,LON:AIQ,28/09/2018 16:30:00,30.1,,,,0,160,8.9
AIR CHINA LD,LON:AIRC,,,,,,,,
AIREA PLC,LON:AIEA,28/09/2018 16:30:00,56.59,59.5,59.5,56.59,9163,74.4,28.51
AIR PARTNER PLC,LON:AIR,28/09/2018 16:30:00,107.5,106.86,110,106.86,24124,156,65
"AKERS BIOSCIENCES, INC.",LON:AKR,28/09/2018 16:30:00,16.5,,,,0,85,10.5
ALBA MINERAL RESOURCES PLC,LON:ALBA,28/09/2018 16:30:00,0.39,0.41,0.42,0.39,6730920,0.66,0.24
ALBERT TECHNOLOGIES LTD,LON:ALB,28/09/2018 16:30:00,24.98,23.35,25.4,23.35,232747,47.75,19
ALBION DEVELOPMENT VCT PLC,LON:AADV,28/09/2018 16:30:00,70.5,,,,0,74,67
ALBION ENTERPRISE VCT PLC,LON:AAEV,28/09/2018 16:30:00,106,,,,0,109.9,91
ALBION TECHNOLOGY & GENERAL VCT PLC,LON:AATG,28/09/2018 16:30:00,71,,,,0,72.89,65
ALBION VENTURE CAPITAL TST PLC,LON:AAVC,28/09/2018 16:30:00,73.5,,,,0,73.5,65.5
ALCENTRA EUROPEAN FLOATING RATE INCOME FUND LIMITED,LON:AEFS,28/09/2018 16:30:00,100.5,100.76,100.76,99.62,37973,103,97
ALEXANDER MINING PLC,LON:AXM,28/09/2018 16:30:00,0.11,0.11,0.11,0.1,11807447,0.19,0.09
ALFA FINANCIAL SOFTWARE HOLDINGS PLC,LON:ALFA,28/09/2018 17:13:29,136.8,148.8,149.2,134.6,476970,548,131.2
ALL ASIA ASSET CAPITAL LIMITED,LON:AAA,28/09/2018 16:30:00,2,2.5,2.5,2,15000,4,2
ALLERGY THERAPEUTICS PLC,LON:AGY,28/09/2018 16:30:00,24.25,24.25,24.25,24.01,21431,39.5,23
ALLIANCE PHARMA PLC,LON:APH,28/09/2018 16:35:03,66,67,68.2,65.32,2122317,102.5,53.5
ALLIANCE TRUST PLC,LON:ATST,28/09/2018 16:43:31,774,775,775,768.1,434828,791.15,686
ALLIANZ TECHNOLOGY TRUST PLC,LON:ATT,28/09/2018 16:35:09,1560,1569.75,1585,1547.75,49485,1645,1047
ALLIED MINDS PLC,LON:ALM,28/09/2018 16:35:07,72.4,79,79,72.4,100433,190,67.19
ALPHA FINANCIAL MARKETS CONSULTING PLC,LON:AFM,28/09/2018 16:30:00,248.55,248.55,248.55,248.55,513,274,158
ALPHA FX GROUP PLC,LON:AFX,28/09/2018 17:13:30,635,636.1,660,627,33193,660,445
ALPHA GROWTH PLC,LON:ALGW,28/09/2018 16:30:00,2.03,2.21,2.22,2.03,3247043,3.35,0.76
ALPHA REAL TRUST LIMITED,LON:ARTL,28/09/2018 16:30:00,127,127,127,127,4332,141.34,118.53
ALTERNATIVE LIQUIDITY FUND LIMITED,LON:ALF,28/09/2018 16:30:00,0.15,0.15,0.15,0.15,1131,0.27,0.15
ALTITUDE GROUP PLC,LON:ALT,28/09/2018 16:30:00,79.25,81.09,82.34,79.1,67156,107,47.38
ALTONA ENERGY PLC,LON:ANR,28/09/2018 16:30:00,0.26,0.23,0.26,0.23,3862666,0.89,0.12
ALTUS STRATEGIES PLC,LON:ALS,28/09/2018 16:30:00,3.2,,,,0,10,3.2
ALTYN PLC,LON:ALTN,28/09/2018 16:30:00,0.79,0.7,0.79,0.62,517375,1.75,0.62
ALUMASC GROUP PLC,LON:ALU,28/09/2018 16:30:00,138.25,141.5,141.5,138.25,3908,182,115
AMATI AIM VCT PLC,LON:AMAT,28/09/2018 16:30:00,169.1,169.1,169.1,169.1,2538,175,144.75
AMEDEO AIR FOUR PLUS LIMITED,LON:AA4,28/09/2018 16:30:00,106.5,106.5,106.5,106.5,1000,110,103
AMEDEO RESOURCES PLC,LON:AMED,28/09/2018 16:30:00,9.09,,,,0,16.24,8.5
AMERISUR RESOURCES PLC,LON:AMER,28/09/2018 17:13:39,11.86,13,13,11.63,8164392,22.5,11.63
AMIAD WATER SYSTEMS LTD,LON:AFS,28/09/2018 16:30:00,241,241,241,241,1000,276,116.9
AMIGO HOLDINGS PLC,LON:AMGO,28/09/2018 16:36:26,246.6,240,249.95,238.05,156381,314.95,200
AMINEX PLC,LON:AEX,28/09/2018 16:30:00,1.68,1.65,1.72,1.58,4005755,4.36,1.58
AMINO TECHNOLOGIES PLC,LON:AMO,28/09/2018 16:30:00,207.4,207.57,207.7,201.11,58526,220.9,173.68
AMPHION INNOVATIONS PLC,LON:AMP,28/09/2018 16:30:00,0.69,0.57,0.7,0.56,859909,2.74,0.56
AMRYT PHARMA PLC,LON:AMYT,28/09/2018 16:30:00,16.51,16.51,16.84,16.51,54679,22.13,15.6
AMUR MINERALS CORPORATION,LON:AMC,28/09/2018 16:30:00,4.29,4.34,4.43,4.21,476233,8.68,3
ANDALAS ENERGY AND POWER PLC,LON:ADL,28/09/2018 16:30:00,1.05,1.12,1.12,1.05,1794677,3.17,0.6
ANDREWS SYKES GROUP PLC,LON:ASY,28/09/2018 16:35:10,650,650,650,625,11208,665,466.75
ANEXO GROUP PLC,LON:ANX,28/09/2018 16:30:00,125,,,,0,131.5,101.5
ANGLE PLC,LON:AGL,28/09/2018 16:30:00,44.9,43.59,44.9,43.59,42943,60.74,35
ANGLESEY MINING PLC,LON:AYM,28/09/2018 16:30:00,1.59,1.59,1.59,1.59,21672,3.35,1.38
ANGLING DIRECT PLC,LON:ANG,28/09/2018 16:30:00,104.25,102,104.25,102,10349,120.75,65.81
ANGLO AFRICAN AGRICULTURE PLC,LON:AAAP,28/09/2018 16:30:00,0.47,0.47,0.47,0.47,100000,1.04,0.26
ANGLO AFRICAN OIL & GAS PLC,LON:AAOG,28/09/2018 16:30:00,9.48,9.05,9.48,9,1040934,17.41,6.5
ANGLO AMERICAN PLC,LON:AAL,28/09/2018 16:52:49,1723,1721.2,1736,1701.2,4256394,1948,1280.5
ANGLO ASIAN MINING PLC,LON:AAZ,28/09/2018 17:13:40,66,63.75,67.88,63.1,445981,68.75,26.7
ANGLO-EASTERN PLANTATIONS PLC,LON:AEP,28/09/2018 16:35:04,570,570,588,560,11272,886,550
ANGLO PACIFIC GROUP PLC,LON:APF,28/09/2018 16:35:02,146.5,151.5,151.5,144,34152,168,122.41
ANGUS ENERGY PLC,LON:ANGS,28/09/2018 16:30:00,8.03,8.06,8.25,7.83,3669966,38,4.41
ANIMALCARE GROUP PLC,LON:ANCR,28/09/2018 16:30:00,188,182.22,188,182.2,15863,357.5,150
ANPARIO PLC,LON:ANP,28/09/2018 16:30:00,506.5,485,506.5,485,740,510,390
ANTOFAGASTA PLC,LON:70GD,15/03/2017 12:09:35,75,,,,0,,
ANTOFAGASTA PLC,LON:ANTO,28/09/2018 16:52:49,855,855.6,859.6,842.4,3005193,1171.5,11.12
AORTECH INTERNATIONAL PLC,LON:AOR,28/09/2018 16:30:00,72.5,71.9,72.5,71.9,8973,98.1,16.63
AO WORLD PLC,LON:AO.,,,,,,,,
APAX GLOBAL ALPHA LIMITED,LON:APAX,28/09/2018 16:35:02,136.5,139,139,136.5,20514,155,128.34
APC TECHNOLOGY GROUP PLC,LON:APC,28/09/2018 16:30:00,7,7.25,7.25,7,71013,8.5,5.6
APPLEGREEN PLC,LON:APGN,28/09/2018 16:30:00,582.75,580,598.8,576.9,31178,598.8,473.5
APPLIED GRAPHENE MATERIALS PLC,LON:AGM,28/09/2018 16:30:00,43.99,42.76,44,42.71,18047,93.5,35
APPSCATTER GROUP PLC,LON:APPS,28/09/2018 16:35:43,30.3,29.22,30.6,29.22,59865,95,28.6
APQ GLOBAL LIMITED,LON:APQ,28/09/2018 16:30:00,83,,,,0,105.75,83
AQUILA SERVICES GROUP PLC,LON:AQSG,28/09/2018 16:30:00,42,,,,0,44.9,36.5
AQUIS EXCHANGE PLC,LON:AQX,28/09/2018 16:30:00,440,430,440,430,4700,475,330
ARBUTHNOT BANKING GROUP PLC,LON:ARBB,28/09/2018 16:30:00,1470,1515,1515,1440.5,2962,1650,1260
ARC MINERALS LIMITED,LON:ARCM,28/09/2018 16:30:00,4.09,3.93,4.1,3.93,1353591,5.77,2
ARCONTECH GROUP PLC,LON:ARC,28/09/2018 17:13:14,139,128.5,142.45,123.9,70958,164.95,57
ARDEN PARTNERS PLC,LON:ARDN,28/09/2018 16:30:00,34.25,34.25,34.25,34.25,2884,55.7,33.22
ARENA EVENTS GROUP PLC,LON:ARE,28/09/2018 16:30:00,68.93,68.98,68.98,68.06,196396,74,47.65
ARGO BLOCKCHAIN PLC,LON:ARB,28/09/2018 17:13:19,7.5,7.58,7.58,7.05,381946,17.4,7.05
ARGO GROUP LIMITED,LON:ARGO,28/09/2018 16:30:00,17.4,,,,0,19,16
ARGOS RESOURCES LIMITED,LON:ARG,28/09/2018 16:30:00,6.23,6.23,6.23,6.23,2602,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,28/09/2018 16:30:00,1.25,1.25,1.27,1.2,3234215,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,28/09/2018 16:30:00,0.2,0.21,0.21,0.2,406626,0.6,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,28/09/2018 16:35:28,175,174.1,175,173.59,6782,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,28/09/2018 16:30:00,1.62,1.78,1.8,1.61,2121299,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,28/09/2018 16:30:00,0.76,,,,0,0.76,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,28/09/2018 16:35:19,231,224,238,224,268779,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,28/09/2018 16:30:00,313,314.75,318,313,9248,358,288
ARTEMIS VCT PLC,LON:AAM,28/09/2018 16:30:00,73,,,,0,82,62.5
ARTILIUM PLC,LON:ARTA,28/09/2018 16:35:10,22.8,22.1,22.8,22,273000,23,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,28/09/2018 16:35:23,479.6,497.1,497.1,479.6,22198,525,313.5
ASCENTIAL PLC,LON:ASCL,28/09/2018 16:35:19,418,417.6,421.6,414.8,479298,469,324.3
ASCENT RESOURCES PLC,LON:AST,28/09/2018 17:13:16,0.78,0.74,0.79,0.73,16025767,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,28/09/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,28/09/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,28/09/2018 16:30:00,4.75,4.9,4.9,4.75,20318,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,28/09/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,28/09/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,28/09/2018 16:35:29,364,367.4,367.4,358.8,801903,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,28/09/2018 16:30:00,96,96.17,96.17,96,4247,107.98,96
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,28/09/2018 16:52:55,2437,2419,2461,2414,1641478,2461,1755
ASIAMET RESOURCES LIMITED,LON:ARS,28/09/2018 16:30:00,9.96,9.89,10.01,9.8,1423299,15,4.6
ASOS PLC,LON:ASC,28/09/2018 16:36:45,5762,5714,5783.22,5650,318862,7770,58.29
ASSETCO PLC,LON:ASTO,28/09/2018 16:30:00,370,,,,0,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,28/09/2018 16:30:00,30,,,,0,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,28/09/2018 16:53:09,2290,2289,2300,2274,697539,3387,2186
ASSURA PLC,LON:AGR,28/09/2018 16:35:10,54.1,54,54.6,53.9,4544506,64.4,53.5
ASTRAZENECA PLC,LON:AZN,28/09/2018 16:49:45,5963,5969,6001,5945,1897516,6126.4,4544.5
ATALAYA MINING PLC,LON:ATYM,28/09/2018 16:44:42,257,259.28,259.28,257,14200,16400,150
ATHELNEY TRUST PLC,LON:ATY,28/09/2018 16:30:00,231,,,,0,289,231
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,28/09/2018 16:30:00,222,222.1,222.6,222,15121,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,28/09/2018 16:35:15,2.34,2.3,2.37,2.3,55967,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,28/09/2018 16:30:00,35,35,35,35,39497,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,28/09/2018 16:30:00,34,,,,0,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,28/09/2018 16:30:00,2.17,2.25,2.25,2.17,864294,3.9,1.57
AUGEAN PLC,LON:AUG,28/09/2018 16:30:00,53.05,53.25,53.25,51.6,119318,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,28/09/2018 16:30:00,100.5,101.02,101.02,100.5,38172,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,28/09/2018 16:30:00,1.92,1.92,1.92,1.92,100000,3.2,1
AURA ENERGY LIMITED,LON:AURA,28/09/2018 16:30:00,1.25,1.23,1.25,1.15,664220,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,28/09/2018 16:30:00,216.39,214.01,216.4,214.01,9346,223,196
AUTINS GROUP PLC,LON:AUTG,28/09/2018 16:30:00,35.5,35.5,35.5,35.5,3868,150,35.01
AUTO TRADER GROUP PLC,LON:AUTO,28/09/2018 16:52:49,446.6,451.8,453.6,446,4063872,471.4,313
AVACTA GROUP PLC,LON:AVCT,28/09/2018 16:30:00,24.1,24.88,24.88,24.1,42621,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,28/09/2018 16:30:00,4.8,5.3,5.5,4.72,227228,15.9,4.5
AVAST PLC,LON:AVST,28/09/2018 16:35:26,283.5,281.65,287.95,280.55,1153640,293,205
AVATION PLC,LON:AVAP,28/09/2018 16:30:00,248.5,248.15,250.5,248.15,6388,252,202
AVESORO RESOURCES INC.,LON:ASO,28/09/2018 16:35:04,170,181.05,181.4,150,190961,294.5,150
AVEVA GROUP PLC,LON:AVV,28/09/2018 16:35:24,2894,2928,2950,2894,155437,3084,1791
AVINGTRANS PLC,LON:AVG,28/09/2018 16:30:00,217.95,218.26,218.26,217.95,5613,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,28/09/2018 16:30:00,147.9,148,148,147.6,18431,178.86,103
AVIVA PLC,LON:AV.B,28/09/2018 16:30:00,139,139,139,139,11000,162.25,119
AVOCET MINING PLC,LON:AVM,28/09/2018 16:30:00,11.45,12.33,12.33,11.45,2744,25.5,10.5
AVON RUBBER PLC,LON:AVON,28/09/2018 16:35:18,1290,1283.06,1325,1280,29764,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,28/09/2018 16:30:00,33.2,34.85,34.85,33.2,23656,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,28/09/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,28/09/2018 16:48:14,723,725,728.4,718.6,1460917,868,604
BACANORA LITHIUM PLC,LON:BCN,28/09/2018 16:30:38,35,34,35,33.5,332616,157,32
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,28/09/2018 16:30:00,2.39,2.48,2.5,2.36,388358,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,28/09/2018 16:30:00,1.6,1.55,1.62,1.48,3644433,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,28/09/2018 16:30:00,101.5,,,,0,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,28/09/2018 16:35:16,861,855,861,853.18,85217,886,709.5
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,28/09/2018 16:35:03,205.5,203.8,205.5,201.76,125220,206,145.2
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,28/09/2018 16:30:00,183.21,183.02,184,181.5,76178,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,28/09/2018 16:35:11,133.4,133.65,134,133.4,173315,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,28/09/2018 16:30:00,40.36,40.36,40.36,40.36,2667,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,28/09/2018 16:35:09,169,168.95,173,167.6,49297,215,164
BALFOUR BEATTY PLC,LON:BBY,28/09/2018 16:35:12,274.1,278.7,278.7,273.7,1450914,318.6,257.2
BALFOUR BEATTY PLC,LON:BBYB,28/09/2018 16:30:00,109.25,109.21,111.19,109.21,9728,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,28/09/2018 17:54:12,5.49,5.54,5.55,5.32,208457,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,28/09/2018 16:35:28,387,392.86,392.86,377.76,1187498,534.5,317.69
BANGO PLC,LON:BGO,28/09/2018 16:30:00,159,157.6,159.9,157.6,93989,266.32,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,28/09/2018 16:35:02,899,895.57,902.04,893.82,74777,926.96,817
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,28/09/2018 16:35:10,2.2,2.27,2.27,2.17,272845,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,28/09/2018 16:35:27,1711.4,1747.6,1747.6,1705.8,38647,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,28/09/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,28/09/2018 16:35:00,6.67,6.9,6.91,6.63,448113,8.24,6.18
BARCLAYS PLC,LON:BARC,28/09/2018 16:49:44,171.78,175,175.18,170.88,49129215,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,28/09/2018 16:30:00,712,707.6,712,704.3,11744,852,648
BARLOWORLD LD,LON:BWO,28/09/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,28/09/2018 16:30:00,0.56,0.5,0.57,0.5,9984883,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,28/09/2018 16:30:00,87,87.06,87.06,87,8528,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,28/09/2018 16:30:00,86,86,86,86,5282,89.2,83
BARR (A.G.) PLC,LON:BAG,28/09/2018 16:35:20,720,722.66,726.25,720,80643,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,28/09/2018 16:52:49,567,569.2,569.2,561.2,3660758,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,28/09/2018 16:30:00,13.4,,,,0,19.32,13
BASF SE,LON:BFA,28/09/2018 17:32:44,77.37,77.3,77.69,75.6,442397,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,28/09/2018 16:30:00,3.31,,,,0,6.5,3.31
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,28/09/2018 16:35:05,34,34.85,35.43,34,312483,42.5,16.75
BBA AVIATION PLC,LON:BBA,28/09/2018 16:35:04,300.6,294.6,302.2,293.4,3252739,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,28/09/2018 16:35:05,147,146.52,147.29,146,525081,150.5,130
