Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ARGO GROUP LIMITED,LON:ARGO,24/09/2018 16:30:00,18.3,,,,0,19,15.15
ARGOS RESOURCES LIMITED,LON:ARG,24/09/2018 16:30:00,6.1,6.1,6.3,6.1,8164,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,24/09/2018 16:30:00,1.28,1.3,1.3,1.28,743881,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,24/09/2018 16:30:00,0.21,0.22,0.22,0.21,1231653,0.6,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,24/09/2018 16:30:00,174.15,174.1,180,174.1,3338,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,24/09/2018 16:30:00,1.63,1.43,1.63,1.43,2683914,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,24/09/2018 16:30:00,0.32,,,,0,0.45,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,24/09/2018 16:35:18,244,250,250,241,536236,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,24/09/2018 16:30:00,313,310.98,313.5,310.98,10828,358,286
ARTEMIS VCT PLC,LON:AAM,24/09/2018 16:30:00,72,69.73,72,69.73,7074,82,62.5
ARTILIUM PLC,LON:ARTA,24/09/2018 16:35:28,21.4,21.7,22,20.6,628279,22,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,24/09/2018 16:35:01,478.55,498.6,498.6,478.55,294,525,313.5
ASCENTIAL PLC,LON:ASCL,24/09/2018 16:35:25,424,427.4,431.2,422.6,127831,469,324.3
ASCENT RESOURCES PLC,LON:AST,24/09/2018 16:30:00,0.89,0.84,0.89,0.8,12059637,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,24/09/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,24/09/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,24/09/2018 16:30:00,4.44,4.61,5.1,4,856672,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,24/09/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,24/09/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,24/09/2018 16:35:25,370.4,372.4,375.4,368.6,653052,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,24/09/2018 16:30:00,98.51,98.93,98.93,98.51,5010,107.98,97
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,24/09/2018 16:35:18,2339,2338,2362,2333,835801,2447,1744
ASIAMET RESOURCES LIMITED,LON:ARS,24/09/2018 16:30:00,9.89,10.07,10.1,9.87,1723509,15,4.6
ASOS PLC,LON:ASC,24/09/2018 16:35:18,5696,5836,5940,5696,276105,7770,58.29
ASSETCO PLC,LON:ASTO,24/09/2018 16:30:00,370,370,370,370,2,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,24/09/2018 16:30:00,30,,,,0,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,24/09/2018 16:35:23,2258,2267,2269,2250,522517,3387,2186
ASSURA PLC,LON:AGR,24/09/2018 16:35:21,55.9,56.3,56.6,55.9,1081456,64.4,53.5
ASTRAZENECA PLC,LON:AZN,24/09/2018 16:35:42,5652,5670,5697,5633,912842,6126.4,4544.5
ATALAYA MINING PLC,LON:ATYM,24/09/2018 16:30:00,254.6,244.52,255,244.52,69013,16400,150
ATHELNEY TRUST PLC,LON:ATY,24/09/2018 16:30:00,262,260,262,260,8000,289,238
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,24/09/2018 16:30:00,220,218,220.02,218,25482,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,24/09/2018 16:35:05,2.37,2.33,2.37,2.31,5010,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,24/09/2018 16:30:00,35.1,35.1,35.1,35.1,8500,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,24/09/2018 16:30:00,34,,,,0,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,24/09/2018 16:30:00,2.12,2.12,2.35,2.12,40322,3.9,1.57
AUGEAN PLC,LON:AUG,24/09/2018 16:30:00,53.59,52.15,53.8,52,122538,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,24/09/2018 16:30:00,102.07,103,103,102,41779,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,24/09/2018 16:30:00,2.58,,,,0,3.2,1
AURA ENERGY LIMITED,LON:AURA,24/09/2018 16:30:00,1.2,1.2,1.2,1.2,41670,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,24/09/2018 16:30:00,214.12,214.12,215.66,214.12,9876,223,196
AUTINS GROUP PLC,LON:AUTG,24/09/2018 16:30:00,36.9,37,37,36.9,8500,150,35.1
AUTO TRADER GROUP PLC,LON:AUTO,24/09/2018 16:39:51,467.07,465.6,471.4,462.2,3593502,471.4,313
AVACTA GROUP PLC,LON:AVCT,24/09/2018 16:30:00,24.65,24.75,24.92,24.65,70524,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,24/09/2018 16:30:00,5.18,5.39,5.7,5.03,142776,15.9,4.5
AVAST PLC,LON:AVST,24/09/2018 16:35:09,285,285,287.45,278.45,1057156,290,205
AVATION PLC,LON:AVAP,24/09/2018 16:30:00,250,247.55,250.5,247.5,7944,252,202
AVESORO RESOURCES INC.,LON:ASO,24/09/2018 16:30:00,183.05,187.25,187.25,183.05,10895,294.5,170
AVEVA GROUP PLC,LON:AVV,24/09/2018 16:35:26,2940,2888,2948,2764.64,190539,3084,1791
AVINGTRANS PLC,LON:AVG,24/09/2018 16:30:00,215,217,219.5,215,4188,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,24/09/2018 16:30:00,149,149.5,150,149,35873,178.86,103
AVIVA PLC,LON:AV.B,24/09/2018 16:30:00,140.75,141.1,141.2,140.75,30686,162.25,119
AVOCET MINING PLC,LON:AVM,24/09/2018 16:30:00,11.02,10.85,11.02,10.85,513,25.5,10.61
AVON RUBBER PLC,LON:AVON,24/09/2018 16:35:08,1360,1360,1360,1335,7320,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,24/09/2018 16:30:00,36.8,34.8,36.8,34.8,33779,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,24/09/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,24/09/2018 16:35:02,722,724.2,733,720.4,1269991,868,604
BACANORA LITHIUM PLC,LON:BCN,24/09/2018 16:30:00,37.25,38.55,38.55,37,123038,157,37
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,24/09/2018 16:30:00,2.45,2.52,2.57,2.42,741131,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,24/09/2018 16:30:00,1.66,1.63,1.72,1.63,2096368,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,24/09/2018 16:30:00,101.5,101.5,101.5,101.5,5000,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,24/09/2018 16:35:13,852,852.32,855.67,845,93504,886,692
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,24/09/2018 16:35:05,197.8,198.66,199.8,196.02,137423,206,144.5
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,24/09/2018 16:35:28,183,185,185,182.75,69441,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,24/09/2018 16:35:01,132.4,134,134,132.4,172233,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,24/09/2018 16:30:00,41.04,,,,0,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,24/09/2018 16:35:21,170,169.8,170,168.4,17693,215,164
BALFOUR BEATTY PLC,LON:BBY,24/09/2018 16:35:04,284.4,288.6,289.6,283.6,774685,318.6,252.8
BALFOUR BEATTY PLC,LON:BBYB,24/09/2018 16:30:02,110.21,110.7,111.54,110,66280,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,24/09/2018 17:08:12,5.59,5.62,5.63,5.59,775538,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,,,,,,,,
BANGO PLC,LON:BGO,24/09/2018 17:20:16,175.5,171.9,177,169.01,198362,280,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,24/09/2018 16:35:00,895,900.94,902,893,122481,926.96,800.5
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,24/09/2018 16:35:05,2.29,2.25,2.3,2.24,211187,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,24/09/2018 16:35:17,1751.8,1880,1900,1745,118128,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,24/09/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,24/09/2018 17:32:04,7.1,7.26,7.31,7.05,1041616,8.24,6.18
BARCLAYS PLC,LON:BARC,24/09/2018 16:35:19,175.98,175.8,177.62,175.52,24585472,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,24/09/2018 16:30:00,696,694.11,696,674,4501,852,648
BARLOWORLD LD,LON:BWO,24/09/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,24/09/2018 16:30:00,0.5,0.53,0.53,0.5,1652137,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,24/09/2018 16:30:00,87,87,87,87,2788,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,24/09/2018 16:30:00,87.16,87.16,87.16,87.16,124,89.2,83
BARR (A.G.) PLC,LON:BAG,24/09/2018 16:35:09,730,728,730,724,170295,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,24/09/2018 16:35:07,558,559.2,562.2,553.6,2888398,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,24/09/2018 16:30:00,13.5,,,,0,19.32,13
BASF SE,LON:BFA,24/09/2018 17:08:12,80.93,81.54,81.59,80.65,467479,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,24/09/2018 16:30:00,3.64,,,,0,6.5,3.31
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,24/09/2018 16:35:07,39.5,40.01,40.8,39.3,220012,42.5,16.75
BBA AVIATION PLC,LON:BBA,24/09/2018 16:35:03,297.8,295.8,301.6,295.4,933637,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,24/09/2018 16:35:25,145,145.15,145.98,144,784807,150.5,130
BB HEALTHCARE TRUST PLC,LON:BBH,24/09/2018 16:35:05,145.5,144.82,146.13,144.42,222695,150.34,101.41
