Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
AMUNDI FTSE EPRA EUROPE REAL ESTATE,LON:EPRE,05/10/2018 16:30:00,31000,,,,0,33965,29205
AMUNDI FTSE 100 UCITS ETF - GBP,LON:FT1K,05/10/2018 16:30:00,64980,,,,0,64980,57575
AMUNDI NIK400 DH GBP,LON:JPHG,05/10/2018 16:30:00,15776,,,,0,17621,15253
AMUNDI NIK400 DH USD,LON:JPHU,05/10/2018 16:30:00,174.08,,,,0,178.93,154.7
AMUNDI JPX-NIKKEI 400,LON:JPNY,05/10/2018 16:30:00,11574,11574,11574,11574,1619,11931,10497
AMUNDI S&P GLOBAL LUXURY,LON:LUXG,05/10/2018 16:30:00,11036,,,,0,11146,9439.5
AMUNDI S&P GLOBAL LUXURY,LON:LUXU,05/10/2018 16:30:00,143.32,,,,0,148.57,123.9
AMUNDI MSCI EUROPE MIN VOL FACTOR,LON:MIVO,05/10/2018 16:30:00,8623.84,,,,0,8727,7748
AMUNDI RUSSELL 2000,LON:RS2G,05/10/2018 16:30:00,17805.46,,,,0,18859,14662.5
AMUNDI RUSSELL 2000,LON:RS2U,05/10/2018 16:30:00,228.82,228.82,228.82,228.82,30,242.95,202.42
AMUNDI INDEX GLOBAL MULTI SMART BETA,LON:SMRG,05/10/2018 16:30:00,35250,,,,0,35549.07,30921.5
AMUNDI INDEX GLOBAL MULTI SMART BETA,LON:SMRU,05/10/2018 16:30:00,457.25,,,,0,473.97,428.86
AMUNDI JAPAN TOPIX DH GBP,LON:TPHG,05/10/2018 16:30:00,6392,,,,0,6716,5824.5
AMUNDI JAPAN TOPIX DH USD,LON:TPHU,05/10/2018 16:30:00,67.81,,,,0,69.99,42.34
AMUNDI JAPAN TOPIX,LON:TPXG,05/10/2018 16:30:00,7006,6992,7006,6992,1800,7199,6345.5
AMUNDI JAPAN TOPIX,LON:TPXU,05/10/2018 16:30:00,87.85,,,,0,99.34,85.61
BMO BARCLAYS 1-3 GCB GBP UCITS ETF,LON:ZC1G,05/10/2018 16:30:00,97.75,97.75,97.75,97.75,5,100.21,97.75
BMO BARCLAYS 3-7 GCB GBP UCITS ETF,LON:ZC3G,05/10/2018 16:30:00,98.77,98.8,98.8,98.77,18,103.42,98.55
BMO BARCLAYS 7-10 GCB GBP UCITS ETF,LON:ZC7G,05/10/2018 16:30:00,97.8,97.8,97.8,97.8,6,105.59,97.8
BMO MSCI EMERGING MARKETS UCITS ETF,LON:ZEMI,05/10/2018 16:30:00,27.05,,,,0,32.82,21.94
BMO BARCLAYS GHYB GBP UCITS ETF,LON:ZHYG,05/10/2018 16:30:00,99.84,100.38,100.38,99.84,408,105.47,98.92
BMO MSCI EUR EX-UK IN GBP UCITS ETF,LON:ZIEG,05/10/2018 16:30:00,26.31,,,,0,28.52,25.39
BMO MSCI EM IN LED USD UCITS ETF,LON:ZIEM,05/10/2018 16:30:00,21.3,,,,0,23.2,20.48
BMO EU EX UK INCOME LEADERS UCITS ETF,LON:ZIEU,05/10/2018 16:30:00,0,,,,0,26.97,24.35
BMO MSCI EUR EX-UK IN UCITS ETF,LON:ZILE,05/10/2018 16:30:00,0,,,,0,24.59,21.28
BMO MSCI UK IN LED UCITS ETF,LON:ZILK,05/10/2018 16:30:00,25.72,25.75,25.75,25.72,226,28.58,24.85
BMO MSCI USA IN LED UCITS ETF,LON:ZILS,05/10/2018 16:30:00,27.01,,,,0,27.03,21.99
BMO MSCI USA IN LED GBP UCITS ETF,LON:ZISG,05/10/2018 16:30:00,33.79,33.79,33.79,33.79,184,34.37,29.83
BMO USA INCOME LEADERS UCITS ETF,LON:ZIUS,05/10/2018 16:30:00,0,,,,0,32.28,30.74
BMO ENHANCED INCOME EUR EQUITY UCITS ETF,LON:ZWEE,05/10/2018 16:30:00,24.09,,,,0,26.2,23.03
BMO ENHANCED INCOME EUR EQUITY UCITS ETF,LON:ZWEU,05/10/2018 16:30:00,20.91,20.95,20.95,20.91,73,23.4,20.91
BMO ENHANCED INCOME UK EQUITY UCITS ETF,LON:ZWUK,05/10/2018 16:30:00,24.4,24.4,24.4,24.4,40,26.18,23.74
BMO ENHANCED INCOME USA EQUITY UCITS ETF,LON:ZWUS,05/10/2018 16:30:00,21.61,21.61,21.61,21.61,175,22.01,17.99
BMO ENHANCED INCOME USA EQUITY UCITS ETF,LON:ZWUU,05/10/2018 16:30:00,27.67,,,,0,27.67,20.01
CBK CCBI RQFII MONEY MARKET UCITS ETF,LON:CCME,05/10/2018 16:30:00,8.61,,,,0,9.1,8.48
CBK CCBI RQFII MONEY MARKET UCITS ETF,LON:CCMG,05/10/2018 16:30:00,10.5,,,,0,11.07,10.26
CBK CCBI RQFII MONEY MARKET UCITS ETF,LON:CCMR,05/10/2018 16:30:00,101.4,,,,0,103.76,100.66
ETFS G10 VS USD MULTI STRAT FX BASKET,LON:ENFX,05/10/2018 16:30:00,10.28,,,,0,9.98,9.61
ETFS BEAR USD VS COMDTY CCY BASKET SEC,LON:LCOM,05/10/2018 16:30:00,7.98,,,,0,8.41,7.8
ETFS BULL USD VS COMDTY CCY BASKET SEC,LON:SCOM,05/10/2018 16:30:00,11.71,,,,0,11.88,10.8
EM QUALITY INCOME UCITS USD ACC,LON:FEMI,05/10/2018 16:30:00,4.62,,,,0,5.63,4.62
EM QUALITY INCOME UCITS GBP ACC,LON:FEMQ,05/10/2018 16:30:00,3.66,,,,0,4.06,3.5
EUROPE QUALITY INCOME UCITS GBP ACC,LON:FEQD,05/10/2018 16:30:00,4.44,,,,0,4.57,4.18
EUROPE QUALITY INCOME UCITS GBP ACC HED,LON:FEQP,05/10/2018 16:30:00,5.12,,,,0,5.16,4.74
GLOBAL QUALITY INCOME UCITS ETF GBP INC,LON:FGQD,05/10/2018 16:30:00,449.9,,,,0,456.4,389.95
GLOBAL QUALITY INCOME UCITS ETF USD INC,LON:FGQI,05/10/2018 16:30:00,5.92,,,,0,6.08,5.45
GLOBAL QUALITY INCOME UCITS GBPACC HED,LON:FGQP,05/10/2018 16:30:00,5.4,,,,0,5.4,4.86
US QUALITY INCOME UCITS ETF GBP ACC,LON:FUQA,05/10/2018 16:30:00,488.2,,,,0,488.2,395.5
US QUALITY INCOME UCITS ETF USD ACC,LON:FUSA,05/10/2018 16:30:00,6.33,,,,0,6.38,5.43
US QUALITY INCOME UCITS ETF USD INC,LON:FUSD,05/10/2018 16:30:00,6.15,,,,0,6.19,5.38
US QUALITY INCOME UCITS ETF GBP INC,LON:FUSI,05/10/2018 16:30:00,473.8,,,,0,473.8,388.8
US QUALITY INCOME UCITS GBPACC HED,LON:FUSP,05/10/2018 16:30:00,5.57,,,,0,5.64,5.03
FINEX RUSSIAN CORPORATE BONDS USD,LON:FXRU,05/10/2018 16:30:00,109.35,,,,0,115,105.53
FIRST TRUST INNOVATIVE TECH UCITS ETF,LON:BLOK,05/10/2018 16:30:00,1616.6,1618.2,1618.2,1616.6,193,1678,1419.6
FT DOW JONES INTERNET UCITS ETF,LON:FDN,05/10/2018 16:30:00,1448.6,1448.6,1448.6,1448.6,1537,1578.4,1440
FT DOW JONES INTERNET UCITS ETF,LON:FDNU,05/10/2018 16:30:00,18.97,18.97,18.97,18.97,1040,20.41,18.97
FT EMERGING MARKETS ALPHADEX UCITS ETF,LON:FEM,05/10/2018 16:30:00,2185,2185,2185,2185,334,2490.75,2155
FIRST TRUST EM ALPHADEX UCITS ETF,LON:FEMU,05/10/2018 16:30:00,28.24,28.33,28.33,28.24,1004,35.17,27.19
FIRST TRUST EUROZONE ALPHADEX UCITSETF B,LON:FEUD,05/10/2018 16:30:00,2960,2960,2960,2960,198,3134.5,2960
FIRST TRUST EUROZONE ALPHADEX UCITS ETF,LON:FEUZ,05/10/2018 16:30:00,2771.5,2787.5,2787.5,2771.5,1176,3013,2724.5
FT US LARGE CAP CORE ALPHADEX UCITS ETF,LON:FEX,05/10/2018 16:30:00,3643.63,3656.17,3656.17,3642,739,3656.17,31.07
FIRSTTRUST US LGCAPCORE ALPHADEX UCITS,LON:FEXD,05/10/2018 16:30:00,3510,3510,3510,3510,495,3600,2997
FT US LARGE CAP CORE ALPHADEX UCITS ETF,LON:FEXU,05/10/2018 16:30:00,47.74,47.76,47.76,47.65,9340,48.77,42.4
FIRST TRUST GLOBAL EQUITY INC UCITS ETF,LON:FGBL,05/10/2018 16:30:00,3890,3890,3890,3890,72,4034.5,3659
FIRSTTRUST JAPAN ALPHADEX UCITS,LON:FJP,05/10/2018 16:30:00,1925.5,,,,0,2044,1757.25
FIRST TRUST JAPAN ALPHADEX UCITS ETF,LON:FJPU,05/10/2018 16:30:00,25.07,,,,0,26.51,18
FT UNITED KINGDOM ALPHADEX UCITS ETF,LON:FKU,05/10/2018 16:30:00,2315.5,2302,2315.5,2302,634,2573.5,2177
FIRSTTRUST UK ALPHADEX UCITS ETF CLASS B,LON:FKUD,05/10/2018 16:30:00,2152,,,,0,2305.25,1958.45
FIRSTTRUST US IPO INDEX UCITS,LON:FPX,05/10/2018 16:30:00,2048,2048,2048,2048,1,2170,1750
FIRST TRUST EUROZONE ALPHADEX UCITS ETF,LON:FTEU,05/10/2018 16:35:02,36.04,36.95,36.95,36.04,55747,42.13,36.04
FIRSTTRUSTFACTORFX UCITS CLASSA,LON:FTFX,05/10/2018 16:30:00,19.75,,,,0,20.5,19.45
FIRSTTRUSTFACTORFX UCITS CLASSB,LON:FXGB,05/10/2018 16:30:00,1574.5,1574.5,1574.5,1574.5,310,1639.5,1574.5
FIRSTTRUSTUSSMALLCAPCOREALPHADEXUCITS,LON:FYX,05/10/2018 16:30:00,23.67,,,,0,26.51,21.66
FIRSTTRUST GLOBALEQUITY INCOME UCITS ETF,LON:GINC,05/10/2018 16:30:00,3648,,,,0,3749,3424
FIRST TRUST INNOVATIVE TECH UCITS ETF,LON:LEGR,05/10/2018 16:30:00,21.36,,,,0,21.82,20.03
FIRST TRUST US EQUITY INCOME UCITS ETF,LON:UINC,05/10/2018 16:30:00,1908,1910,1910,1901.5,2060,2002,1631.5
FRK LIB EURO SHORT MATURITY UCITS ETF,LON:FLES,05/10/2018 16:30:00,25.08,,,,0,25.05,24.98
FRK LIB USD IG CORP BOND UCITS ETF,LON:FLUC,05/10/2018 16:30:00,0,,,,0,25.09,25
FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF,LON:FLXD,05/10/2018 16:30:00,22.2,,,,0,23.11,20.5
FRK LIBERTYQ EMERGING MARKETS UCITS ETF,LON:FLXE,05/10/2018 16:30:00,18.23,,,,0,19.84,18.1
FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF,LON:FLXG,05/10/2018 16:30:00,21.02,,,,0,21.52,18.64
FRK LIBERTYQ U.S. EQUITY UCITS ETF,LON:FLXU,05/10/2018 16:30:00,23.45,,,,0,23.84,19.27
FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF,LON:FLXX,05/10/2018 16:30:00,18.82,,,,0,19.45,18.68
FRK LIBERTYQ EMERGING MARKETS UCITS ETF,LON:FREM,05/10/2018 16:30:00,23.87,,,,0,25.28,23.49
FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF,LON:FRGD,05/10/2018 16:30:00,26.82,,,,0,27.61,24.35
FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF,LON:FRGE,05/10/2018 16:30:00,27.92,,,,0,28.83,25.77
FRK LIB USD IG CORP BOND UCITS ETF,LON:FRUC,05/10/2018 16:30:00,0,,,,0,19.15,19.02
FRK LIBERTYQ U.S. EQUITY UCITS ETF,LON:FRUE,05/10/2018 16:30:00,30.76,,,,0,30.92,26.25
FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF,LON:FRXD,05/10/2018 16:30:00,24.91,,,,0,25.74,23.38
FRK LIB EURO SHORT MATURITY UCITS ETF,LON:FRXE,05/10/2018 16:30:00,0,,,,0,22.16,22.07
FTSE CHINA ONSHORE BANK BOND 1-10 YR EUR,LON:RMB1,05/10/2018 16:30:00,14.85,,,,0,14.85,13.41
FTSE CHINA ONSHORE BANK BOND 1-10 YR USD,LON:RMB2,05/10/2018 16:30:00,16.43,,,,0,17.39,16.2
SCI BETA HFE EUROPE EQUITY 6F EW,LON:EHEF,05/10/2018 16:30:00,103.26,,,,0,105.26,95.67
SCIBETA HFE EM EQUITY 6F EW,LON:EMHF,05/10/2018 16:30:00,95.88,,,,0,104.39,94.66
MS GLOBAL EQUITY FACTORS UCITS ETF USD,LON:GEF,05/10/2018 16:30:00,136.27,,,,0,141.2,127.11
SCIBETA HFE JAPAN EQUITY 6F,LON:JHEF,05/10/2018 16:30:00,97.9,,,,0,105.2,95.91
SCIBETA HFE PACIFIC EX-JAP EQUITY,LON:PHEF,05/10/2018 16:30:00,95.36,,,,0,104.51,95.36
MS US EQUITY FACTORS UCITS ETF,LON:USEF,05/10/2018 16:30:00,136.34,,,,0,137.32,119.64
SCIBETA HFE US EQUITY 6F EW,LON:USHF,05/10/2018 16:30:00,109.44,,,,0,111.17,94.41
GF INTERNATIONAL-FTSE CHINA A UCITS ETF,LON:PRCE,05/10/2018 16:30:00,51.31,,,,0,70.69,50.37
HSBC EURO STOXX 50 UCITS ETF,LON:H50E,05/10/2018 16:30:00,3051,3070.5,3070.5,3051,3451,3412,2963
HSBC MSCI BRAZIL UCITS ETF $,LON:HBRL,05/10/2018 16:30:00,1378.5,1378.5,1378.5,1378.5,1000,1674.5,1163
HSBC MSCI CANADA UCITS ETF $,LON:HCAD,05/10/2018 16:30:00,17.34,,,,0,18.47,16.31
HSBC MSCI CANADA UCITS ETF,LON:HCAN,05/10/2018 16:30:00,1315.5,1322,1322,1315.5,1208,1519,1154.5
HSBC ECONOMIC SCALE WORLDWIDE EQ UCITS £,LON:HEWA,05/10/2018 16:30:00,13.46,,,,0,15.92,12.51
HSBC ECONOMIC SCALE WORLDWIDE EQ UCITS $,LON:HEWD,05/10/2018 16:30:00,17.18,,,,0,19.95,16.7
HSBC MSCI INDONESIA UCITS ETF $,LON:HIDD,05/10/2018 16:30:00,71.47,,,,0,97.52,69.65
HSBC MSCI INDONESIA UCITS ETF,LON:HIDR,05/10/2018 16:30:00,5240,5240,5240,5240,68,6944,5240
HSBC MSCI KOREA UCITS ETF $,LON:HKOD,05/10/2018 16:30:00,50.95,,,,0,59.12,47.68
HSBC MSCI KOREA UCITS ETF,LON:HKOR,05/10/2018 16:30:00,3826,,,,0,4278.55,3700
HSBC MSCI AC FAR EAST EXJAPAN UCITSETF $,LON:HMAD,05/10/2018 16:30:00,43.03,43.27,43.36,42.99,45444,52.85,42.99
HSBC MSCI AC FAR EAST EXJAPAN UCITSETF £,LON:HMAF,05/10/2018 16:30:00,32.91,33.16,33.16,32.91,1350,37.99,32.91
HSBC MSCI BRAZIL UCITS ETF,LON:HMBR,05/10/2018 16:30:00,18.1,18.49,18.49,18.1,742,21.77,15.49
HSBC MSCI CHINA A INCLUSION UCITS ETF,LON:HMCA,05/10/2018 16:30:00,0,,,,0,8.91,6.15
HSBC MSCI CHINA UCITS ETF,LON:HMCD,05/10/2018 16:30:00,7.54,7.58,7.6,7.53,20204,10.2,7.53
HSBC MSCI CHINA UCITS ETF $,LON:HMCH,05/10/2018 16:30:00,573.75,581.76,582.75,573.75,11076,721.13,571
HSBC MSCI CHINA A INCLUSION UCITS ETF,LON:HMCT,05/10/2018 16:30:00,0,,,,0,6.78,6.77
HSBC FTSE 250 UCITS ETF,LON:HMCX,05/10/2018 16:30:00,1915.8,1921.2,1921.2,1915.8,516,2017.5,1837.4
HSBC MSCI MEXICO CAPPED UCITS ETF $,LON:HMED,05/10/2018 16:30:00,37.83,,,,0,40.63,32.58
HSBC MSCI EMERGING MARKETS UCITS ETF,LON:HMEF,05/10/2018 16:30:00,773,782,782.75,772.75,7415,910.75,772.75
HSBC MSCI EMERGING MARKETS UCITS ETF $,LON:HMEM,05/10/2018 16:30:00,10.6,,,,0,12.89,10.22
HSBC MSCI EUROPE UCITS ETF,LON:HMEU,05/10/2018 16:30:00,1135.2,1133.4,1135.2,1133.4,3000,1218.2,1084.5
HSBC MSCI MEXICO CAPPED UCITS ETF,LON:HMEX,05/10/2018 16:30:00,2922,,,,0,3108,2438
HSBC MSCI EM FAR EAST UCITS ETF $,LON:HMFD,05/10/2018 16:30:00,45.48,,,,0,55.16,44.08
HSBC MSCI EM FAR EAST UCITS ETF,LON:HMFE,05/10/2018 16:30:00,3351,3351.67,3353,3351,340,3911.5,3351
HSBC MSCI JAPAN UCITS ETF $,LON:HMJD,05/10/2018 16:30:00,34.16,,,,0,37.67,32.2
HSBC MSCI JAPAN UCITS ETF,LON:HMJP,05/10/2018 16:30:00,2605,2617.64,2625,2605,3496,2710,2371
HSBC MSCI EM LATIN AMERICA UCITS ETF,LON:HMLA,05/10/2018 16:30:00,2066,,,,0,22.94,17.98
HSBC MSCI EM LATIN AMERICA UCITS ETF $,LON:HMLD,05/10/2018 16:30:00,24.67,,,,0,32.29,23.81
HSBC MSCI USA UCITS ETF $,LON:HMUD,05/10/2018 16:30:00,27.62,27.75,27.75,27.62,996,28.03,24.32
HSBC MSCI USA UCITS ETF,LON:HMUS,05/10/2018 16:30:00,2114.5,2119.5,2119.5,2114.5,1600,2162,1748.5
HSBC MSCI WORLD UCITS ETF $,LON:HMWD,05/10/2018 16:30:00,21.51,21.6,21.64,21.51,104246,22.32,20.04
HSBC MSCI WORLD UCITS ETF,LON:HMWO,05/10/2018 16:30:00,1644,1655,1658.5,1644,7908,1694.22,1430
HSBC MSCI PACIFIC EX JAPAN UCITS ETF,LON:HMXD,05/10/2018 16:30:00,13.42,,,,0,15,13
HSBC MSCI PACIFIC EX JAPAN UCITS ETF $,LON:HMXJ,05/10/2018 16:30:00,993,1000,1000,993,292,1085,958
HSBC MSCI MALAYSIA UCITS ETF $,LON:HMYD,05/10/2018 16:30:00,37.2,37.2,37.2,37.2,600,42.38,35.79
HSBC MSCI MALAYSIA UCITS ETF,LON:HMYR,05/10/2018 16:30:00,2853,2851,2853,2851,2232,3011,2703
HSBC FTSE EPRA/NAREIT DEV. UCITS ETF $,LON:HPRD,05/10/2018 16:30:00,22.48,,,,0,23.84,21.69
HSBC FTSE EPRA/NAREIT DEV. UCITS ETF,LON:HPRO,05/10/2018 16:30:00,1717,1716.8,1718,1716.8,1579,1853.5,1543.75
HSBC MSCI RUSSIA CAPPED UCITS ETF,LON:HRUB,05/10/2018 16:30:00,804.5,807,807,804,9431,850.75,652.5
HSBC MSCI RUSSIA CAPPED UCITS ETF $,LON:HRUD,05/10/2018 16:30:00,10.49,10.54,10.54,10.46,10299,11.9,9.21
HSBC S&P 500 UCITS ETF $,LON:HSPD,05/10/2018 16:30:00,29.01,29.16,29.2,29.01,42026,29.54,25.47
HSBC S&P 500 UCITS ETF,LON:HSPX,05/10/2018 16:30:00,2218.3,2236.84,2237.82,2218.3,83879,2302.71,1830.34
HSBC MSCI TURKEY UCITS ETF $,LON:HTRD,05/10/2018 16:30:00,2.17,,,,0,4.44,1.74
HSBC MSCI TURKEY UCITS ETF,LON:HTRY,05/10/2018 16:30:00,155,155,155,155,12427,317.99,131.75
HSBC MSCI TAIWAN UCITS ETF $,LON:HTWD,05/10/2018 16:30:00,38.84,,,,0,41.86,36.32
HSBC MSCI TAIWAN UCITS ETF,LON:HTWN,05/10/2018 16:30:00,2963,,,,0,3018,2653.5
HSBC FTSE 100 UCITS ETF,LON:HUKX,05/10/2018 16:30:00,7337,7400,7400,7337,4759,7802,6855.52
HSBC MULTI FACTOR WORLDWIDE EQ UCITS £,LON:HWWA,05/10/2018 16:30:00,15.19,,,,0,15.26,13.42
HSBC MULTI FACTOR WORLDWIDE EQ UCITS $,LON:HWWD,05/10/2018 16:30:00,19.72,,,,0,20.79,18.68
HSBC MSCI SOUTH AFRICA UCITS ETF $,LON:HZAD,05/10/2018 16:30:00,47.28,,,,0,66.01,42.79
HSBC MSCI SOUTH AFRICA UCITS ETF,LON:HZAR,05/10/2018 16:30:00,3261,3267,3267,3261,92,4632,3261
ICBCCS WISDOMTREE S&P CH 500 B USD(CNY),LON:CHIC,05/10/2018 16:30:00,87.15,,,,0,102.1,83.43
ICBCCS WISDOMTREE S&P CH 500 ETF B USD,LON:CHIN,05/10/2018 16:30:00,11.93,12.07,12.07,11.93,20642,16.15,11.44
ICBCCS WISDOMTREE S&P CH 500 B USD(GBP),LON:CHIP,05/10/2018 16:30:00,912.5,922.25,922.25,912.5,20642,1140.25,912.5
INVESCO GLOBAL BUYBACK ACHIEVE UCITS ETF,LON:BUYB,05/10/2018 16:30:00,34.7,,,,0,37.35,32.92
INVESCO FTSE EM HDLV UCITS ETF,LON:EMHD,05/10/2018 16:30:00,30,,,,0,35.32,29.39
INVESCO EQQQ NASDAQ 100 UCITS ETF £ HDG,LON:EQGB,05/10/2018 16:30:00,15096,15122.82,15140.06,15096,4425,15600.21,12304
INVESCO EQQQ NASDAQ 100 UCITS ETF,LON:EQQQ,05/10/2018 16:30:00,13844,14059,14059,13844,16889,14059,109.78
