Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
Cboe VIX Futures Indexes,INDEXCBOE:VIXOCT,01/10/2018 14:49:40,14.02,13.65,14.15,13.55,0,19.97,10.15
Cboe VIX Futures Indexes,INDEXCBOE:VIXNOV,01/10/2018 14:49:40,14.86,14.7,15,14.55,0,19.75,10.7
Cboe VIX Futures Indexes,INDEXCBOE:VIXDEC,01/10/2018 14:49:40,15.13,14.97,15.25,14.9,0,19.43,9.6
FTSE 100,INDEXFTSE:UKX,01/10/2018 16:35:30,7495.67,7510.2,7526.2,7466.67,0,7903.5,6866.94
FTSE 250,INDEXFTSE:MCX,01/10/2018 16:35:30,20401.21,20307.04,20475.16,20307.04,0,21371.54,19091.06
FTSE All-Share Index,INDEXFTSE:ASX,01/10/2018 16:35:30,4124.6,4127.86,4139.92,4109.35,0,4336.77,3799.4
FTSE SmallCap Index,INDEXFTSE:SMX,01/10/2018 16:35:30,5825.1,5820.06,5838.49,5820.06,0,6056.28,5551.56
VIX,INDEXCBOE:VIX,01/10/2018 14:49:42,12.19,11.99,12.4,11.57,0,50.3,8.56
CBOE Energy Sector ETF Volatility Index,INDEXCBOE:VXXLE,01/10/2018 14:49:46,16.77,16.85,16.98,16.29,0,37.62,10.54
CBOE NASDAQ Volatil Idx,INDEXCBOE:VXN,01/10/2018 14:49:42,17.41,16.86,17.51,16.49,0,38.18,11.67
Cboe Gold ETF Volatility Index,INDEXCBOE:GVZ,01/10/2018 14:49:42,11.03,11.06,11.08,10.95,0,40.16,7.29
CBOE Silver ETF Volatility Index,INDEXCBOE:VXSLV,01/10/2018 14:49:46,19.61,19.91,20.19,19.57,0,21.96,15.66
CBOE Gold Miners ETF Volatility Index,INDEXCBOE:VXGDX,01/10/2018 14:49:46,25.87,26.84,28.25,25.2,0,58.87,10.06
CBOE/NYMEX WTI Volatility Index,INDEXCBOE:OIV,01/10/2018 13:29:57,27.71,26.96,27.77,26.7,0,32.46,17.36
CBOE Crude Oil Volatility Index,INDEXCBOE:OVX,01/10/2018 14:49:42,27.88,27.08,27.92,26.67,0,80.38,17.24
Cboe/CME FX British Pound Volatility Index,INDEXCBOE:BPVIX,01/10/2018 14:49:42,9.8,9.77,9.93,8.45,0,14.47,3.59
Cboe SKEW Index,INDEXCBOE:SKEW,28/09/2018 16:42:23,144.43,144.43,144.43,144.43,0,159.03,117.99
