Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ABERDEEN LATIN AMERICAN INCOME FUND LIMITED,LON:ALAI,26/09/2018 16:30:00,60.6,60.6,60.6,60,54206,78.75,58.59
ABERDEEN NEW DAWN INVESTMENT TRUST PLC,LON:ABD,26/09/2018 16:30:00,222,220.25,223,220,39142,249,215.95
ABERDEEN NEW INDIA INVESTMENT TRUST PLC,LON:ANII,26/09/2018 16:41:27,430,431.08,433.8,428.08,39704,547,408
ABERDEEN NEW THAI INVESTMENT TRUST PLC,LON:ANW,26/09/2018 16:30:00,590,591.5,591.5,587.2,860,596,510
ABERDEEN SMALLER COMPANIES INCOME TRUST PLC,LON:ASCI,26/09/2018 16:30:00,268.43,265.07,268.43,265,17057,303.9,255
ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC,LON:ASLI,26/09/2018 16:35:12,108,108.5,109,108,134717,113.5,97.2
ABERFORTH SMALLER COMPANIES TRUST PLC,LON:ASL,26/09/2018 16:35:29,1338,1348.8,1349.28,1337.41,68213,1448.19,1240
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIT,26/09/2018 16:35:27,93.4,96.4,96.4,92.1,58621,109.38,89
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIZ,26/09/2018 16:30:00,106.1,,,,0,110,105
ABZENA PLC,LON:ABZA,26/09/2018 16:30:00,15.61,15.65,15.89,15.61,111040,35,5.7
ACACIA MINING PLC,LON:ACA,26/09/2018 16:35:10,133.65,129.4,135.45,129.26,799633,257.56,93.56
ACCESS INTELLIGENCE PLC,LON:ACC,26/09/2018 16:30:00,5.9,6,6,5.9,25246,6,3
ACCESSO TECHNOLOGY GROUP PLC,LON:ACSO,26/09/2018 16:34:39,2845,2880,2900,2820,25260,3000,1880
ACCROL GROUP HOLDINGS PLC,LON:ACRL,26/09/2018 17:06:20,18.5,16.16,19.5,16.06,983170,137,0.42
ACCSYS TECHNOLOGIES PLC,LON:AXS,26/09/2018 16:30:00,101,101.5,101.5,100,32336,102,72
ACENCIA DEBT STRATEGIES LTD,LON:ACD,,,,,,,,
ACORN INCOME FUND LD,LON:AIF,26/09/2018 16:30:00,428.06,424.76,430,422.93,32364,482.9,408
ACORN INCOME FUND LD,LON:AIFZ,26/09/2018 16:30:00,150.63,,,,0,153,146
ACTION HOTELS PLC,LON:AHCG,26/09/2018 16:30:00,22.5,22.5,23.4,22.5,29394,38.25,15
ACTIVE ENERGY GROUP PLC,LON:AEG,26/09/2018 16:30:00,2.36,2.55,2.55,2.36,120118,5.19,2.17
ACTUAL EXPERIENCE PLC,LON:ACT,26/09/2018 16:30:00,220,220,220,220,1000,319.99,220
ADAMAS FINANCE ASIA LIMITED,LON:ADAM,26/09/2018 16:30:00,0.59,,,,0,1.33,0.59
ADAMS PLC,LON:ADA,26/09/2018 16:30:00,1.5,1.5,1.5,1.5,1423,7.96,1.5
ADEPT4 PLC ,LON:AD4,26/09/2018 16:30:00,1.85,1.85,1.85,1.85,405,4.94,1.3
ADEPT TELECOM PLC,LON:ADT,26/09/2018 16:30:00,386.48,388,388,386.48,2582,408,256.2
ADES INTERNATIONAL HOLDING LTD,LON:ADES,26/09/2018 16:30:00,13.45,13.45,13.45,13.45,1,17.5,11.84
ADMIRAL GROUP PLC,LON:ADM,26/09/2018 16:35:26,2090,2075,2090,2062,682819,2138,1775
ADVANCED MEDICAL SOLUTIONS GROUP PLC,LON:AMS,26/09/2018 16:36:44,322.5,330,331,320,232595,374,281
ADVANCED ONCOTHERAPY PLC,LON:AVO,26/09/2018 16:30:00,40,41.04,41.04,38.06,113937,64.8,19
ADVFN PLC,LON:AFN,26/09/2018 16:30:00,27.95,,,,0,84.5,21.7
AECI LD,LON:87FZ,26/09/2018 16:30:00,55,,,,0,65.75,65.75
AEOREMA COMMUNICATIONS PLC,LON:AEO,26/09/2018 16:30:00,27.3,,,,0,34.9,23.04
AEW UK LONG LEASE REIT PLC,LON:AEWL,26/09/2018 16:30:00,95.16,95.84,95.84,95.16,43135,103.5,84.01
AEW UK REIT PLC,LON:AEWU,26/09/2018 16:30:00,95.3,95,95.4,95,49736,102,94
AFARAK GROUP PLC,LON:AFRK,26/09/2018 16:30:00,80.75,,,,0,100,65.5
AFC ENERGY PLC,LON:AFC,26/09/2018 16:30:00,7,6.8,7.08,6.74,438859,19.38,6.55
AFH FINANCIAL GROUP PLC,LON:AFHP,26/09/2018 16:30:00,401.5,,,,0,424,243
AFI DEVELOPMENT PLC,LON:AFRB,26/09/2018 16:30:00,0.22,0.21,0.22,0.21,14223,0.35,0.15
AFRICAN BATTERY METALS PLC,LON:ABM,26/09/2018 16:30:00,2.3,2.34,2.4,2.3,269571,11,2.25
AFRICA OPPORTUNITY FUND LIMITED,LON:AOF,26/09/2018 16:30:00,0.71,,,,0,0.84,0.7
AFRITIN MINING LIMITED,LON:ATM,26/09/2018 16:30:00,3.66,3.5,3.78,3.41,1152657,4.39,1.93
AGGREGATED MICRO POWER HOLDINGS PLC,LON:AMPH,26/09/2018 16:30:00,100,,,,0,113.5,74.41
AGGREKO PLC,LON:AGK,26/09/2018 16:35:08,858,862.6,865.13,855.6,754526,994.5,636.8
AGRITERRA LD,LON:AGTA,26/09/2018 16:30:00,9.88,10,10,9.4,21735,29,8
AIB GROUP PLC,LON:AIBG,26/09/2018 17:06:17,4.57,4.58,4.6,4.57,93111,5.8,4.55
AIQ LIMITED,LON:AIQ,26/09/2018 16:30:00,30.1,,,,0,160,8.9
AIR CHINA LD,LON:AIRC,,,,,,,,
AIREA PLC,LON:AIEA,26/09/2018 16:30:00,56.56,56.56,56.56,56.56,8866,74.4,28.51
AIR PARTNER PLC,LON:AIR,26/09/2018 16:30:00,109.9,113,113,108.48,8644,156,65
"AKERS BIOSCIENCES, INC.",LON:AKR,26/09/2018 16:30:00,16.5,16.5,16.5,16.5,33,85,10.5
ALBA MINERAL RESOURCES PLC,LON:ALBA,26/09/2018 16:35:18,0.41,0.42,0.42,0.38,18561358,0.66,0.24
ALBERT TECHNOLOGIES LTD,LON:ALB,26/09/2018 16:36:11,24,24.52,24.75,24,86130,47.75,19
ALBION DEVELOPMENT VCT PLC,LON:AADV,26/09/2018 16:30:00,70.5,,,,0,74,67
ALBION ENTERPRISE VCT PLC,LON:AAEV,26/09/2018 16:30:00,106,,,,0,109.9,91
ALBION TECHNOLOGY & GENERAL VCT PLC,LON:AATG,26/09/2018 16:30:00,71,71,71,71,7813,72.89,65
ALBION VENTURE CAPITAL TST PLC,LON:AAVC,26/09/2018 16:30:00,73.5,73.5,73.5,73.5,639,73.5,65.5
ALCENTRA EUROPEAN FLOATING RATE INCOME FUND LIMITED,LON:AEFS,26/09/2018 16:30:00,99.96,100,100,99.8,49900,103,97
ALEXANDER MINING PLC,LON:AXM,26/09/2018 16:30:00,0.11,0.1,0.11,0.1,336319,0.19,0.09
ALFA FINANCIAL SOFTWARE HOLDINGS PLC,LON:ALFA,26/09/2018 16:35:05,144,145.34,145.4,140,1482676,548,131.2
ALL ASIA ASSET CAPITAL LIMITED,LON:AAA,26/09/2018 16:30:00,2.55,,,,0,4.5,2.55
ALLERGY THERAPEUTICS PLC,LON:AGY,26/09/2018 16:30:00,24.25,24.5,24.5,24.01,71697,39.5,23
ALLIANCE PHARMA PLC,LON:APH,26/09/2018 17:06:15,69,68.8,71.6,68.8,3123730,102.5,53.25
ALLIANCE TRUST PLC,LON:ATST,26/09/2018 16:35:20,768,768,772,767.44,75628,791.15,686
ALLIANZ TECHNOLOGY TRUST PLC,LON:ATT,26/09/2018 16:35:29,1555,1531.5,1568.27,1531.5,59124,1645,1037
ALLIED MINDS PLC,LON:ALM,26/09/2018 16:35:20,75,77.9,77.9,70.6,68082,190,67.19
ALPHA FINANCIAL MARKETS CONSULTING PLC,LON:AFM,26/09/2018 16:30:00,250.9,251,251,248.5,5466,274,158
ALPHA FX GROUP PLC,LON:AFX,26/09/2018 16:30:00,625,638,638,622.5,9508,640,445
ALPHA GROWTH PLC,LON:ALGW,26/09/2018 16:30:00,2.22,2.23,2.23,2.03,1275028,3.35,0.76
ALPHA REAL TRUST LIMITED,LON:ARTL,26/09/2018 16:30:00,127,127,127,127,3021,141.34,118.53
ALTERNATIVE LIQUIDITY FUND LIMITED,LON:ALF,26/09/2018 16:30:00,0.15,0.15,0.15,0.15,20020,0.27,0.15
ALTITUDE GROUP PLC,LON:ALT,26/09/2018 16:30:00,80,75,80,75,308532,107,47.38
ALTONA ENERGY PLC,LON:ANR,26/09/2018 16:30:00,0.23,0.23,0.23,0.23,410000,0.89,0.12
ALTUS STRATEGIES PLC,LON:ALS,26/09/2018 16:35:23,3.75,3.7,3.75,3.4,413550,10,3.4
ALTYN PLC,LON:ALTN,26/09/2018 16:30:00,0.85,0.71,0.85,0.71,459070,1.75,0.71
ALUMASC GROUP PLC,LON:ALU,26/09/2018 16:30:00,141.5,141.5,141.5,138.1,7783,182,115
AMATI AIM VCT PLC,LON:AMAT,26/09/2018 16:30:00,169.1,,,,0,175,144.75
AMEDEO AIR FOUR PLUS LIMITED,LON:AA4,26/09/2018 16:30:00,108,108.02,108.97,106.6,64558,110,103
AMEDEO RESOURCES PLC,LON:AMED,26/09/2018 16:30:00,9,9,9,9,5000,16.24,8.5
AMERISUR RESOURCES PLC,LON:AMER,26/09/2018 17:06:41,12.76,12.56,13,12.56,7292147,22.5,12.34
AMIAD WATER SYSTEMS LTD,LON:AFS,26/09/2018 16:30:00,242,252,252,242,7510,276,116.9
AMIGO HOLDINGS PLC,LON:AMGO,26/09/2018 16:35:03,247.35,243.7,250,243.55,93503,314.95,200
AMINEX PLC,LON:AEX,26/09/2018 16:30:00,1.74,1.75,1.8,1.73,2637527,4.36,1.68
AMINO TECHNOLOGIES PLC,LON:AMO,26/09/2018 16:30:00,209.5,208.5,210.75,207.75,41651,220.9,173.68
AMPHION INNOVATIONS PLC,LON:AMP,26/09/2018 16:30:00,0.72,0.72,0.72,0.72,134306,2.74,0.72
AMRYT PHARMA PLC,LON:AMYT,26/09/2018 16:30:00,16.63,16.9,17.33,16.63,189675,22.25,15.6
AMUR MINERALS CORPORATION,LON:AMC,26/09/2018 16:30:00,4.43,4.17,4.45,4.16,648826,9.4,3
ANDALAS ENERGY AND POWER PLC,LON:ADL,26/09/2018 16:30:00,1.07,1.1,1.14,1.05,3078821,3.17,0.6
ANDREWS SYKES GROUP PLC,LON:ASY,26/09/2018 16:30:00,657,649.5,657,649.5,1075,665,466.75
ANEXO GROUP PLC,LON:ANX,26/09/2018 16:30:00,131.5,118,131.5,118,51471,131.5,101.5
ANGLE PLC,LON:AGL,26/09/2018 16:30:00,43.6,43.5,43.75,43.5,54309,60.74,35
ANGLESEY MINING PLC,LON:AYM,26/09/2018 16:30:00,1.59,1.59,1.59,1.59,31549,3.35,1.38
ANGLING DIRECT PLC,LON:ANG,26/09/2018 16:35:18,104,104,104,103,22872,120.75,65.81
ANGLO AFRICAN AGRICULTURE PLC,LON:AAAP,26/09/2018 16:30:00,0.52,0.52,0.52,0.52,200000,1.04,0.26
ANGLO AFRICAN OIL & GAS PLC,LON:AAOG,26/09/2018 16:35:13,8.76,9.09,9.17,8.76,1254882,17.41,6.5
ANGLO AMERICAN PLC,LON:AAL,26/09/2018 16:35:58,1725.2,1742.4,1750.2,1723.8,4273058,1948,1280.5
ANGLO ASIAN MINING PLC,LON:AAZ,26/09/2018 16:30:00,64.75,67.4,67.4,63.75,344646,68.75,26.7
ANGLO-EASTERN PLANTATIONS PLC,LON:AEP,26/09/2018 16:35:02,598,562,600,562,16026,886,550
ANGLO PACIFIC GROUP PLC,LON:APF,26/09/2018 16:35:15,148.5,152.5,152.5,147.27,33608,168,122.41
ANGUS ENERGY PLC,LON:ANGS,26/09/2018 16:30:00,8.14,8.37,8.37,7.84,5377611,38,4.41
ANIMALCARE GROUP PLC,LON:ANCR,26/09/2018 16:37:58,190,195.5,195.5,187,62361,372.5,150
ANPARIO PLC,LON:ANP,26/09/2018 16:30:00,500,495.56,507,480,4255,510,380
ANTOFAGASTA PLC,LON:70GD,15/03/2017 12:09:35,75,,,,0,,
ANTOFAGASTA PLC,LON:ANTO,26/09/2018 16:35:21,862,869,871,857.2,2490338,1171.5,11.12
AORTECH INTERNATIONAL PLC,LON:AOR,26/09/2018 16:30:00,71.5,73.01,74.9,71,37950,98.1,16.63
AO WORLD PLC,LON:AO.,,,,,,,,
APAX GLOBAL ALPHA LIMITED,LON:APAX,26/09/2018 16:35:10,136.5,137,138.5,136,55412,155,128.34
APC TECHNOLOGY GROUP PLC,LON:APC,26/09/2018 16:30:00,7.25,7.25,7.25,7.25,16496,8.5,5.6
APPLEGREEN PLC,LON:APGN,26/09/2018 16:30:00,542,,,,0,580,473.5
APPLIED GRAPHENE MATERIALS PLC,LON:AGM,26/09/2018 16:37:00,44,44,44,44,16232,93.5,35
APPSCATTER GROUP PLC,LON:APPS,26/09/2018 16:35:26,30,29,30,29,29945,95,28.6
APQ GLOBAL LIMITED,LON:APQ,26/09/2018 16:30:00,83,,,,0,105.75,83
AQUILA SERVICES GROUP PLC,LON:AQSG,26/09/2018 16:30:00,42,,,,0,44.9,36.5
AQUIS EXCHANGE PLC,LON:AQX,26/09/2018 17:06:22,440,440,442,440,1394,475,330
ARBUTHNOT BANKING GROUP PLC,LON:ARBB,26/09/2018 16:30:00,1519,1519,1519,1519,14,1650,1260
ARC MINERALS LIMITED,LON:ARCM,26/09/2018 17:06:52,4.13,3.9,4.18,3.9,4147665,5.77,2
ARCONTECH GROUP PLC,LON:ARC,26/09/2018 16:30:00,136.15,135,136.45,135,13583,164.95,57
ARDEN PARTNERS PLC,LON:ARDN,26/09/2018 16:30:00,35.25,,,,0,55.7,34.51
ARENA EVENTS GROUP PLC,LON:ARE,26/09/2018 16:30:00,68.16,69,69.5,68,53619,74,47.65
ARGO BLOCKCHAIN PLC,LON:ARB,26/09/2018 16:30:00,7.75,7.68,7.89,7.55,544174,17.4,7.55
ARGO GROUP LIMITED,LON:ARGO,26/09/2018 16:30:00,17.4,,,,0,19,16
ARGOS RESOURCES LIMITED,LON:ARG,26/09/2018 16:30:00,6.03,6.03,6.37,6.03,85117,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,26/09/2018 16:30:00,1.31,1.32,1.32,1.26,967994,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,26/09/2018 16:30:00,0.2,0.2,0.2,0.2,2934702,0.6,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,26/09/2018 16:30:00,179.9,,,,0,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,26/09/2018 16:30:00,1.65,1.57,1.68,1.57,1184267,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,26/09/2018 16:30:00,0.32,,,,0,0.45,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,26/09/2018 16:35:22,240,230,242.5,230,271196,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,26/09/2018 16:30:00,318,314.25,318,313,3965,358,287
ARTEMIS VCT PLC,LON:AAM,26/09/2018 16:30:00,72.96,72.56,72.96,72.56,9486,82,62.5
ARTILIUM PLC,LON:ARTA,26/09/2018 16:35:07,22,22,23,21.35,171731,23,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,26/09/2018 16:35:28,493.6,493.6,493.6,493.6,2077,525,313.5
ASCENTIAL PLC,LON:ASCL,26/09/2018 16:35:00,417.2,421.4,422,415.2,272301,469,324.3
ASCENT RESOURCES PLC,LON:AST,26/09/2018 16:30:00,0.79,0.83,0.84,0.76,9230324,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,26/09/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,26/09/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,26/09/2018 16:30:00,4.54,4.79,5,4.54,221751,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,26/09/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,26/09/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,26/09/2018 16:35:03,367.2,366.4,367.2,363,466153,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,26/09/2018 16:30:00,97.32,97.45,97.45,97.32,6000,107.98,97
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,26/09/2018 16:36:50,2384,2363,2384,2353,1189872,2447,1744
ASIAMET RESOURCES LIMITED,LON:ARS,26/09/2018 16:30:00,9.82,10,10.18,9.82,1228797,15,4.6
ASOS PLC,LON:ASC,26/09/2018 16:40:21,5950.79,5900,5994,5834.54,455799,7770,58.29
ASSETCO PLC,LON:ASTO,26/09/2018 16:30:00,370,370,370,370,18,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,26/09/2018 16:30:00,30,30,30,30,164,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,26/09/2018 16:37:02,2288,2280,2290,2269,603707,3387,2186
ASSURA PLC,LON:AGR,26/09/2018 16:35:05,54,54.4,54.5,53.95,5309394,64.4,53.5
ASTRAZENECA PLC,LON:AZN,26/09/2018 16:35:19,5843,5784,5894,5784,2110052,6126.4,4544.5
ATALAYA MINING PLC,LON:ATYM,26/09/2018 16:30:00,253,260,260,234.6,378209,16400,150
ATHELNEY TRUST PLC,LON:ATY,26/09/2018 16:30:00,231,249,249,231,3381,289,231
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,26/09/2018 16:30:00,220,220.1,220.1,220,2067,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,26/09/2018 16:35:24,2.37,2.37,2.37,2.37,100,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,26/09/2018 16:38:28,35,35.5,35.5,35,23315,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,26/09/2018 16:30:00,34,,,,0,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,26/09/2018 16:30:00,2.1,2.3,2.3,2.1,4179934,3.9,1.57
AUGEAN PLC,LON:AUG,26/09/2018 16:30:00,51.4,51.4,51.4,51.4,55413,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,26/09/2018 16:30:00,101,101.5,102,101,32580,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,26/09/2018 16:30:00,2.58,,,,0,3.2,1
AURA ENERGY LIMITED,LON:AURA,26/09/2018 16:30:00,1.2,,,,0,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,26/09/2018 16:30:00,216.46,214.3,216.49,214,11099,223,196
AUTINS GROUP PLC,LON:AUTG,26/09/2018 16:30:00,35,35,35,35,0,150,35
AUTO TRADER GROUP PLC,LON:AUTO,26/09/2018 16:35:16,459.9,465.7,466.6,447.4,5034930,471.4,313
AVACTA GROUP PLC,LON:AVCT,26/09/2018 16:30:00,25.2,24.69,25.4,24.4,98085,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,26/09/2018 16:30:00,4.71,5.07,5.07,4.7,57649,15.9,4.5
AVAST PLC,LON:AVST,26/09/2018 16:35:22,290,289.95,291.8,288.1,806777,291.8,205
AVATION PLC,LON:AVAP,26/09/2018 16:30:00,250.5,247.55,250.5,247.55,2795,252,202
AVESORO RESOURCES INC.,LON:ASO,26/09/2018 16:30:00,183.05,184,184,183,7467,294.5,170
AVEVA GROUP PLC,LON:AVV,26/09/2018 16:35:17,2946,2946,2948,2914,100753,3084,1791
AVINGTRANS PLC,LON:AVG,26/09/2018 16:30:00,219.52,212.25,219.52,212.25,4558,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,26/09/2018 16:30:00,148,148.6,148.6,148,29025,178.86,103
AVIVA PLC,LON:AV.B,26/09/2018 16:30:00,140.85,140.85,141,140.85,19677,162.25,119
AVOCET MINING PLC,LON:AVM,26/09/2018 16:30:00,11.55,11.02,11.55,10.5,56718,25.5,10.5
AVON RUBBER PLC,LON:AVON,26/09/2018 16:35:10,1305,1359.75,1360,1305,17375,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,26/09/2018 16:30:00,36.8,36.8,36.8,36.8,7660,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,26/09/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,26/09/2018 16:35:03,717.8,717.2,722.8,710.2,1406453,868,604
BACANORA LITHIUM PLC,LON:BCN,26/09/2018 16:30:00,33.51,35,35,33,550548,157,33
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,26/09/2018 16:30:00,2.54,2.42,2.55,2.33,406854,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,26/09/2018 16:30:00,1.69,1.64,1.7,1.64,1507393,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,26/09/2018 16:30:00,101.5,,,,0,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,26/09/2018 16:35:09,855,858.76,859,854,32849,886,696.5
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,26/09/2018 16:35:03,203,203,203,200.05,153860,206,144.9
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,26/09/2018 16:30:00,183.38,183.02,183.68,182.5,84309,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,26/09/2018 16:30:00,133.2,133.04,133.4,132.8,122416,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,26/09/2018 16:30:00,41.04,,,,0,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,26/09/2018 16:35:10,170,169.8,170,168.6,22983,215,164
BALFOUR BEATTY PLC,LON:BBY,26/09/2018 16:35:21,278.9,281.3,281.37,277.9,1734308,318.6,252.8
BALFOUR BEATTY PLC,LON:BBYB,26/09/2018 16:30:00,109.21,110.21,110.21,109.21,21349,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,26/09/2018 17:08:12,5.58,5.58,5.61,5.58,169703,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,,,,,,,,
BANGO PLC,LON:BGO,26/09/2018 16:30:00,167.7,175,175,165.1,130652,266.32,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,26/09/2018 16:35:12,895,897.95,899,893,60547,926.96,800.5
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,26/09/2018 16:35:14,2.29,2.3,2.3,2.28,156185,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,26/09/2018 16:35:02,1730,1724.94,1747.8,1724.94,29604,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,26/09/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,26/09/2018 16:35:22,7.02,7.07,7.07,6.98,133126,8.24,6.18
BARCLAYS PLC,LON:BARC,26/09/2018 16:36:03,175.6,175.18,176.2,173.86,31982201,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,26/09/2018 16:30:00,700,688.9,700,686,18131,852,648
BARLOWORLD LD,LON:BWO,26/09/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,26/09/2018 16:30:00,0.53,0.5,0.53,0.5,1308500,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,26/09/2018 16:30:00,87.03,87.03,87.03,87.03,3171,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,26/09/2018 16:30:00,86,86,86,86,6307,89.2,83
BARR (A.G.) PLC,LON:BAG,26/09/2018 16:35:29,725,716,728,710,149235,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,26/09/2018 16:36:01,565,561.8,565,556.77,3807760,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,26/09/2018 16:30:00,13.4,13.4,13.4,13.4,7373,19.32,13
BASF SE,LON:BFA,26/09/2018 17:08:12,78.72,80.1,80.1,77.65,301945,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,26/09/2018 16:30:00,3.31,3.31,3.31,3.31,9166,6.5,3.31
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,26/09/2018 16:35:28,36,38.7,38.7,34.7,2173809,42.5,16.75
BBA AVIATION PLC,LON:BBA,26/09/2018 16:35:29,296.2,297.8,297.87,295,581176,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,26/09/2018 16:35:06,146.5,146.5,147,146,478849,150.5,130
BB HEALTHCARE TRUST PLC,LON:BBH,26/09/2018 16:35:19,146,145.89,147,145.43,233509,150.34,101.41
BBVA CAPITAL FUNDING LD,LON:77GD,,0,,,,0,,
