Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC,LON:ASLI,27/09/2018 16:35:22,108.5,108.5,110,108,111179,113.5,97.2
ABERFORTH SMALLER COMPANIES TRUST PLC,LON:ASL,27/09/2018 16:35:22,1332,1352,1352,1332,72583,1448.19,1240
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIT,27/09/2018 16:30:00,94.3,94.27,95.62,93.4,30973,109.38,89
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIZ,27/09/2018 16:30:00,106.1,,,,0,110,105
ABZENA PLC,LON:ABZA,27/09/2018 16:30:00,15.61,,,,0,35,5.7
ACACIA MINING PLC,LON:ACA,27/09/2018 16:35:21,125.25,127.7,132.4,125.25,877991,257.56,93.56
ACCESS INTELLIGENCE PLC,LON:ACC,27/09/2018 16:30:00,6.1,5.92,6.1,5.92,17692,6.1,3
ACCESSO TECHNOLOGY GROUP PLC,LON:ACSO,27/09/2018 16:30:00,2880,2900,2900,2810,32832,3000,1880
ACCROL GROUP HOLDINGS PLC,LON:ACRL,27/09/2018 17:24:02,23,19.04,24,18.2,975401,136,0.42
ACCSYS TECHNOLOGIES PLC,LON:AXS,27/09/2018 16:30:00,100,98.93,100,98.93,14411,102,72
ACENCIA DEBT STRATEGIES LTD,LON:ACD,,,,,,,,
ACORN INCOME FUND LD,LON:AIF,27/09/2018 16:30:00,423.25,430,430,423.25,4440,482.9,408
ACORN INCOME FUND LD,LON:AIFZ,27/09/2018 16:30:00,150.63,,,,0,153,146
ACTION HOTELS PLC,LON:AHCG,27/09/2018 16:30:00,23.65,23.7,23.7,22.66,115000,38.25,15
ACTIVE ENERGY GROUP PLC,LON:AEG,27/09/2018 16:30:00,2.49,2.32,2.49,2.32,1085963,5.19,2.17
ACTUAL EXPERIENCE PLC,LON:ACT,27/09/2018 16:30:00,200,201.5,201.5,200,2184,319.99,200
ADAMAS FINANCE ASIA LIMITED,LON:ADAM,27/09/2018 16:30:00,0.59,,,,0,1.33,0.59
ADAMS PLC,LON:ADA,27/09/2018 16:30:00,1.5,,,,0,7.96,1.5
ADEPT4 PLC ,LON:AD4,27/09/2018 16:30:00,1.7,1.7,1.7,1.7,3969,4.94,1.3
ADEPT TELECOM PLC,LON:ADT,27/09/2018 16:30:00,402.88,386.77,410,382,51693,410,256.2
ADES INTERNATIONAL HOLDING LTD,LON:ADES,27/09/2018 16:30:00,13.45,13.45,13.45,13.45,135,17.5,11.95
ADMIRAL GROUP PLC,LON:ADM,27/09/2018 16:54:24,2102,2073,2104,2073,439622,2138,1775
ADVANCED MEDICAL SOLUTIONS GROUP PLC,LON:AMS,27/09/2018 16:35:21,330,340,340,324.5,120388,374,281
ADVANCED ONCOTHERAPY PLC,LON:AVO,27/09/2018 16:35:21,42,43,43.3,40.12,491009,64.8,19
ADVFN PLC,LON:AFN,27/09/2018 16:30:00,25,25,25,25,540,84.5,21.7
AECI LD,LON:87FZ,27/09/2018 16:30:00,55,,,,0,65.75,65.75
AEOREMA COMMUNICATIONS PLC,LON:AEO,27/09/2018 16:30:00,27.3,27.3,27.3,27.3,15000,34.9,23.04
AEW UK LONG LEASE REIT PLC,LON:AEWL,27/09/2018 16:30:00,94.01,94.6,94.9,94.01,44351,103.5,84.01
AEW UK REIT PLC,LON:AEWU,27/09/2018 16:30:00,95.29,95.01,95.3,95,40685,102,94
AFARAK GROUP PLC,LON:AFRK,27/09/2018 16:30:00,80.75,,,,0,100,65.5
AFC ENERGY PLC,LON:AFC,27/09/2018 16:30:00,7.05,6.92,7.41,6.82,353534,19.38,6.55
AFH FINANCIAL GROUP PLC,LON:AFHP,27/09/2018 16:30:00,392,400,400,392,1573,424,243
AFI DEVELOPMENT PLC,LON:AFRB,27/09/2018 16:30:00,0.22,,,,0,0.35,0.15
AFRICAN BATTERY METALS PLC,LON:ABM,27/09/2018 16:30:00,2.3,2.28,2.3,2.28,124457,11,2.25
AFRICA OPPORTUNITY FUND LIMITED,LON:AOF,27/09/2018 16:30:00,0.71,,,,0,0.84,0.7
AFRITIN MINING LIMITED,LON:ATM,27/09/2018 16:30:00,3.51,3.66,3.66,3.51,587589,4.39,1.93
AGGREGATED MICRO POWER HOLDINGS PLC,LON:AMPH,27/09/2018 16:30:00,100,,,,0,113.5,74.41
AGGREKO PLC,LON:AGK,27/09/2018 16:35:43,865.4,860,865.4,844.2,611048,994.5,636.8
AGRITERRA LD,LON:AGTA,27/09/2018 16:31:36,10,10,10,8.42,50547,29,8
AIB GROUP PLC,LON:AIBG,27/09/2018 17:24:10,4.54,4.67,4.67,4.53,109191,5.8,4.53
AIQ LIMITED,LON:AIQ,27/09/2018 16:30:00,30.1,,,,0,160,8.9
AIR CHINA LD,LON:AIRC,,,,,,,,
AIREA PLC,LON:AIEA,27/09/2018 16:30:00,56.56,,,,0,74.4,28.51
AIR PARTNER PLC,LON:AIR,27/09/2018 16:30:00,107.5,107,110.9,107,14216,156,65
"AKERS BIOSCIENCES, INC.",LON:AKR,27/09/2018 16:30:00,16.5,,,,0,85,10.5
ALBA MINERAL RESOURCES PLC,LON:ALBA,27/09/2018 16:30:00,0.41,0.41,0.41,0.4,4681370,0.66,0.24
ALBERT TECHNOLOGIES LTD,LON:ALB,27/09/2018 16:30:00,22.95,24.05,24.38,22.4,217727,47.75,19
ALBION DEVELOPMENT VCT PLC,LON:AADV,27/09/2018 16:30:00,70.5,,,,0,74,67
ALBION ENTERPRISE VCT PLC,LON:AAEV,27/09/2018 16:30:00,106,,,,0,109.9,91
ALBION TECHNOLOGY & GENERAL VCT PLC,LON:AATG,27/09/2018 16:30:00,71,71,71,71,5859,72.89,65
ALBION VENTURE CAPITAL TST PLC,LON:AAVC,27/09/2018 16:30:00,73.5,,,,0,73.5,65.5
ALCENTRA EUROPEAN FLOATING RATE INCOME FUND LIMITED,LON:AEFS,27/09/2018 16:35:05,99.6,99.92,100,99.6,83498,103,97
ALEXANDER MINING PLC,LON:AXM,27/09/2018 16:30:00,0.1,0.1,0.1,0.1,3932656,0.19,0.09
ALFA FINANCIAL SOFTWARE HOLDINGS PLC,LON:ALFA,27/09/2018 16:35:07,145,142.4,148.6,142.4,267169,548,131.2
ALL ASIA ASSET CAPITAL LIMITED,LON:AAA,27/09/2018 16:30:00,2.55,,,,0,4.5,2.55
ALLERGY THERAPEUTICS PLC,LON:AGY,27/09/2018 16:30:00,24.25,24.13,24.25,24.13,52289,39.5,23
ALLIANCE PHARMA PLC,LON:APH,27/09/2018 17:23:41,67,69.4,70.35,66.46,3159114,102.5,53.25
ALLIANCE TRUST PLC,LON:ATST,27/09/2018 16:40:06,768,772,772,766,220670,791.15,686
ALLIANZ TECHNOLOGY TRUST PLC,LON:ATT,27/09/2018 16:35:29,1570,1562.25,1570,1540,51068,1645,1040
ALLIED MINDS PLC,LON:ALM,27/09/2018 16:35:25,79,78,79,72.8,187671,190,67.19
ALPHA FINANCIAL MARKETS CONSULTING PLC,LON:AFM,27/09/2018 16:30:00,248.55,248.55,250.9,248.55,7762,274,158
ALPHA FX GROUP PLC,LON:AFX,27/09/2018 16:30:00,632.5,636.4,636.4,624.55,4218,640,445
ALPHA GROWTH PLC,LON:ALGW,27/09/2018 16:30:00,2.04,2.22,2.23,2.03,1056896,3.35,0.76
ALPHA REAL TRUST LIMITED,LON:ARTL,27/09/2018 16:30:00,128.47,128.47,128.47,128.47,5000,141.34,118.53
ALTERNATIVE LIQUIDITY FUND LIMITED,LON:ALF,,,,,,,,
ALTITUDE GROUP PLC,LON:ALT,27/09/2018 16:30:00,82,79.33,83.4,78.06,128007,107,47.38
ALTONA ENERGY PLC,LON:ANR,27/09/2018 16:30:00,0.23,0.23,0.23,0.23,345675,0.89,0.12
ALTUS STRATEGIES PLC,LON:ALS,27/09/2018 16:30:00,3.2,3.2,3.2,3.2,2424,10,3.2
ALTYN PLC,LON:ALTN,27/09/2018 16:30:00,0.71,0.73,0.8,0.71,661004,1.75,0.71
ALUMASC GROUP PLC,LON:ALU,27/09/2018 16:30:00,138.25,138.15,141.5,138.15,3705,182,115
AMATI AIM VCT PLC,LON:AMAT,27/09/2018 16:30:00,169.1,169.1,169.1,169.1,2110,175,144.75
AMEDEO AIR FOUR PLUS LIMITED,LON:AA4,27/09/2018 16:30:00,106.5,108.4,108.4,106.5,309,110,103
AMEDEO RESOURCES PLC,LON:AMED,27/09/2018 16:30:00,9.09,9.09,9.09,9.09,495,16.24,8.5
AMERISUR RESOURCES PLC,LON:AMER,27/09/2018 16:35:14,12.22,12.22,13,12.2,3883267,22.5,12.2
AMIAD WATER SYSTEMS LTD,LON:AFS,27/09/2018 16:30:00,240,240,240,240,400,276,116.9
AMIGO HOLDINGS PLC,LON:AMGO,27/09/2018 16:35:24,244,249,249,241.4,147996,314.95,200
AMINEX PLC,LON:AEX,27/09/2018 16:30:00,1.73,1.74,1.78,1.71,2708999,4.36,1.68
AMINO TECHNOLOGIES PLC,LON:AMO,27/09/2018 16:30:00,207.57,207.78,209.9,207.57,4889,220.9,173.68
AMPHION INNOVATIONS PLC,LON:AMP,27/09/2018 16:30:00,0.72,0.72,0.72,0.72,259337,2.74,0.72
AMRYT PHARMA PLC,LON:AMYT,27/09/2018 16:30:00,16.84,16.51,17,16.51,38972,22.13,15.6
AMUR MINERALS CORPORATION,LON:AMC,27/09/2018 16:30:00,4.43,4.19,4.43,4.19,835687,8.68,3
ANDALAS ENERGY AND POWER PLC,LON:ADL,27/09/2018 16:30:00,1.07,1.09,1.1,1.05,624723,3.17,0.6
ANDREWS SYKES GROUP PLC,LON:ASY,27/09/2018 16:30:00,617.55,665,665,617.55,198,665,466.75
ANEXO GROUP PLC,LON:ANX,27/09/2018 16:30:00,125,122.5,125,122.5,4773,131.5,101.5
ANGLE PLC,LON:AGL,27/09/2018 16:30:00,43.6,44.4,44.5,43.5,24463,60.74,35
ANGLESEY MINING PLC,LON:AYM,27/09/2018 16:30:00,1.59,1.51,1.59,1.51,73478,3.35,1.38
ANGLING DIRECT PLC,LON:ANG,27/09/2018 16:30:00,100,103.68,103.68,100,5792,120.75,65.81
ANGLO AFRICAN AGRICULTURE PLC,LON:AAAP,27/09/2018 16:30:00,0.52,0.47,0.52,0.47,53028,1.04,0.26
ANGLO AFRICAN OIL & GAS PLC,LON:AAOG,27/09/2018 16:30:00,8.83,8.85,9.24,8.83,202220,17.41,6.5
ANGLO AMERICAN PLC,LON:AAL,27/09/2018 16:35:42,1719,1714.8,1736,1710.6,3965347,1948,1280.5
ANGLO ASIAN MINING PLC,LON:AAZ,27/09/2018 16:35:11,63,63,66,60.65,474683,68.75,26.7
ANGLO-EASTERN PLANTATIONS PLC,LON:AEP,27/09/2018 16:30:00,598,598,600,583.84,1972,886,550
ANGLO PACIFIC GROUP PLC,LON:APF,27/09/2018 16:35:29,148,149,151.5,148,42972,168,122.41
ANGUS ENERGY PLC,LON:ANGS,27/09/2018 16:30:00,8.06,7.85,8.13,7.77,3131042,38,4.41
ANIMALCARE GROUP PLC,LON:ANCR,27/09/2018 16:30:00,185.2,194,194,185,53714,358,150
ANPARIO PLC,LON:ANP,27/09/2018 16:30:00,505,506.5,506.5,505,2491,510,390
ANTOFAGASTA PLC,LON:70GD,15/03/2017 12:09:35,75,,,,0,,
ANTOFAGASTA PLC,LON:ANTO,27/09/2018 16:54:25,855,858,859.12,846.2,3143951,1171.5,11.12
AORTECH INTERNATIONAL PLC,LON:AOR,27/09/2018 16:30:00,71.15,71.5,74,71,24414,98.1,16.63
AO WORLD PLC,LON:AO.,,,,,,,,
APAX GLOBAL ALPHA LIMITED,LON:APAX,27/09/2018 16:35:00,138,137.5,138.5,136.5,421698,155,128.34
APC TECHNOLOGY GROUP PLC,LON:APC,27/09/2018 16:30:00,7.25,7.25,7.35,7.25,44815,8.5,5.6
APPLEGREEN PLC,LON:APGN,27/09/2018 16:30:00,542,,,,0,580,473.5
APPLIED GRAPHENE MATERIALS PLC,LON:AGM,27/09/2018 16:30:00,42.76,47,47,42.71,16919,93.5,35
APPSCATTER GROUP PLC,LON:APPS,27/09/2018 17:24:20,30.3,30,30.3,30,109309,95,28.6
APQ GLOBAL LIMITED,LON:APQ,27/09/2018 16:30:00,83,,,,0,105.75,83
AQUILA SERVICES GROUP PLC,LON:AQSG,27/09/2018 16:30:00,42,,,,0,44.9,36.5
AQUIS EXCHANGE PLC,LON:AQX,27/09/2018 16:30:00,444,435,447,435,7890,475,330
ARBUTHNOT BANKING GROUP PLC,LON:ARBB,27/09/2018 16:30:00,1477,1477,1530,1477,47,1650,1260
ARC MINERALS LIMITED,LON:ARCM,27/09/2018 16:33:08,3.8,4.12,4.15,3.8,6878498,5.77,2
ARCONTECH GROUP PLC,LON:ARC,27/09/2018 16:30:00,130,133,133.5,130,16429,164.95,57
ARDEN PARTNERS PLC,LON:ARDN,27/09/2018 16:30:00,34.4,34,34.4,33.22,24058,55.7,33.22
ARENA EVENTS GROUP PLC,LON:ARE,27/09/2018 17:23:42,68.5,68,69,68,38733,74,47.65
ARGO BLOCKCHAIN PLC,LON:ARB,27/09/2018 16:35:29,7.45,7.5,7.75,7.45,392370,17.4,7.45
ARGO GROUP LIMITED,LON:ARGO,27/09/2018 16:30:00,17.4,,,,0,19,16
ARGOS RESOURCES LIMITED,LON:ARG,27/09/2018 16:30:00,6.13,6.03,6.25,6.01,36189,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,27/09/2018 16:30:00,1.25,1.26,1.26,1.25,241665,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,27/09/2018 16:30:00,0.2,0.2,0.2,0.2,4626,0.6,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,27/09/2018 16:30:00,179.9,179.9,179.9,179.9,1391,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,27/09/2018 16:30:00,1.72,1.79,1.8,1.65,3132345,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,27/09/2018 16:30:00,0.76,0.76,0.76,0.76,4500,0.76,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,27/09/2018 16:35:15,231,232,241.5,230,271194,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,27/09/2018 16:35:23,313,314,318,312,6636,358,287
ARTEMIS VCT PLC,LON:AAM,27/09/2018 16:30:00,73,73,73,73,1439,82,62.5
ARTILIUM PLC,LON:ARTA,27/09/2018 16:35:20,22.4,22.5,22.5,22.4,427500,23,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,27/09/2018 16:35:01,485,488,500,484.75,4110,525,313.5
ASCENTIAL PLC,LON:ASCL,27/09/2018 16:35:04,418.2,417,420.6,414.8,222778,469,324.3
ASCENT RESOURCES PLC,LON:AST,27/09/2018 16:30:00,0.77,0.77,0.79,0.72,12383293,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,27/09/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,27/09/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,27/09/2018 16:30:00,4.72,4.63,4.72,4.36,329157,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,27/09/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,27/09/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,27/09/2018 16:35:20,365.8,367,368.66,364,623671,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,27/09/2018 16:30:00,97.17,97,97.17,97,15547,107.98,97
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,27/09/2018 16:35:05,2421,2385,2436,2382,1307980,2447,1747
ASIAMET RESOURCES LIMITED,LON:ARS,27/09/2018 16:30:00,9.89,9.9,9.95,9.8,1079559,15,4.6
ASOS PLC,LON:ASC,27/09/2018 17:24:01,5698,5685,5726.17,5650,2902245,7770,58.29
ASSETCO PLC,LON:ASTO,27/09/2018 16:30:00,370,,,,0,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,27/09/2018 16:30:00,30,,,,0,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,27/09/2018 16:35:15,2290,2285,2295,2278,513724,3387,2186
ASSURA PLC,LON:AGR,27/09/2018 16:35:27,54,54.2,54.26,54,3129998,64.4,53.5
ASTRAZENECA PLC,LON:AZN,,,,,,,,
ATALAYA MINING PLC,LON:ATYM,27/09/2018 16:30:00,257,248.75,259.5,247.55,99254,16400,150
ATHELNEY TRUST PLC,LON:ATY,27/09/2018 16:30:00,231,,,,0,289,231
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,27/09/2018 16:30:00,220.1,220,220.1,220,8777,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,27/09/2018 16:35:29,2.37,2.3,2.37,2.3,6101,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,27/09/2018 16:30:00,35,36,36,35,17707,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,27/09/2018 16:30:00,34,34,34,34,255,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,27/09/2018 16:30:11,2.25,2.15,2.25,2.15,404388,3.9,1.57
AUGEAN PLC,LON:AUG,27/09/2018 16:30:00,52,51.48,52,51.4,31565,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,27/09/2018 16:30:00,101.02,101,101.04,101,14000,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,27/09/2018 16:30:00,2.58,,,,0,3.2,1
AURA ENERGY LIMITED,LON:AURA,27/09/2018 16:30:00,1.2,1.2,1.2,1.15,389077,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,27/09/2018 16:30:00,216.49,214.3,216.49,214.3,10901,223,196
AUTINS GROUP PLC,LON:AUTG,27/09/2018 16:30:00,36,35.5,36,35.5,35699,150,35.01
AUTO TRADER GROUP PLC,LON:AUTO,27/09/2018 16:35:27,451.5,459,459.6,449.4,3580024,471.4,313
AVACTA GROUP PLC,LON:AVCT,27/09/2018 16:30:00,24.3,24.65,24.65,24,54111,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,27/09/2018 16:30:00,4.75,5.02,5.02,4.7,82282,15.9,4.5
AVAST PLC,LON:AVST,27/09/2018 16:35:14,282.05,291.95,293,280.15,1341536,293,205
AVATION PLC,LON:AVAP,27/09/2018 16:30:00,247.55,247.55,248,247.4,12413,252,202
AVESORO RESOURCES INC.,LON:ASO,27/09/2018 16:30:00,181.4,184,184,181.05,4116,294.5,170
AVEVA GROUP PLC,LON:AVV,27/09/2018 16:38:21,2912,2960,2960,2892,180700,3084,1791
AVINGTRANS PLC,LON:AVG,27/09/2018 16:30:00,218.52,219.52,219.95,216.51,14453,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,27/09/2018 16:30:00,148.3,148.3,148.4,148,19266,178.86,103
AVIVA PLC,LON:AV.B,27/09/2018 16:30:00,140,140.85,140.85,140,8106,162.25,119
AVOCET MINING PLC,LON:AVM,27/09/2018 16:30:00,11.5,11.63,11.63,11.5,15915,25.5,10.5
AVON RUBBER PLC,LON:AVON,27/09/2018 16:35:19,1280,1301.25,1315,1277.5,11990,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,27/09/2018 16:30:00,36.8,,,,0,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,27/09/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,27/09/2018 16:35:28,726.6,713.4,727.6,713.4,825541,868,604
BACANORA LITHIUM PLC,LON:BCN,27/09/2018 16:30:00,33.75,33.8,33.9,32,366590,157,32
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,27/09/2018 16:30:00,2.35,2.33,2.54,2.33,314391,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,27/09/2018 16:30:00,1.57,1.63,1.7,1.51,2203726,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,27/09/2018 16:30:00,101.5,,,,0,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,27/09/2018 16:35:25,852,859,860,847.76,131779,886,700
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,27/09/2018 16:35:04,203.5,202.53,203.8,201,375362,206,145.2
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,27/09/2018 16:35:12,183.5,183.73,184.25,182.5,74475,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,27/09/2018 16:30:00,134,133.55,134,132.8,130701,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,27/09/2018 16:30:00,40.33,41.11,41.11,40.33,14252,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,27/09/2018 16:35:19,167.4,173.2,173.2,167,21276,215,164
BALFOUR BEATTY PLC,LON:BBY,27/09/2018 16:38:46,279,278.1,280.47,277.1,1496559,318.6,253.3
BALFOUR BEATTY PLC,LON:BBYB,27/09/2018 16:30:00,111.19,109.21,111.19,109.21,20750,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,27/09/2018 17:05:53,5.61,5.5,5.61,5.5,179264,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,,,,,,,,
BANGO PLC,LON:BGO,27/09/2018 16:35:16,160,168.9,170,155.33,237241,266.32,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,27/09/2018 16:35:17,895,898,900,891,86559,926.96,811.5
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,27/09/2018 16:35:25,2.24,2.29,2.29,2.24,27668,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,27/09/2018 16:35:26,1707,1770.2,1770.2,1671.2,39783,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,27/09/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,27/09/2018 16:35:21,6.94,6.98,7.07,6.9,142852,8.24,6.18
BARCLAYS PLC,LON:BARC,27/09/2018 16:54:25,176.68,174.78,177.26,173.8,42865050,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,27/09/2018 16:30:00,706,696.62,710,686,23115,852,648
BARLOWORLD LD,LON:BWO,27/09/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,27/09/2018 16:30:00,0.5,0.53,0.53,0.47,1973944,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,27/09/2018 16:30:00,87.06,87.06,87.06,87.06,4645,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,27/09/2018 16:30:00,86,,,,0,89.2,83
BARR (A.G.) PLC,LON:BAG,27/09/2018 16:35:25,720,725,725,709,114727,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,27/09/2018 16:35:31,570,564.2,570.2,560.6,3200322,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,27/09/2018 16:30:00,13.4,,,,0,19.32,13
BASF SE,LON:BFA,27/09/2018 17:05:53,78.36,78.25,78.41,77.3,160245,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,27/09/2018 16:30:00,3.31,,,,0,6.5,3.31
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,27/09/2018 16:30:00,34.53,35.3,35.4,31.2,1312473,42.5,16.75
BBA AVIATION PLC,LON:BBA,27/09/2018 16:35:39,293,295.6,296.4,293,906749,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,27/09/2018 16:35:28,146.5,146.55,146.69,146,334392,150.5,130
BB HEALTHCARE TRUST PLC,LON:BBH,27/09/2018 16:35:13,148,146.73,148,146,382975,150.34,101.41
BBVA CAPITAL FUNDING LD,LON:77GD,,0,,,,0,,
BCA MARKETPLACE PLC,LON:BCA,27/09/2018 16:35:08,200.5,202.5,202.5,199.8,1193020,243.1,145.2
