Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
ACENCIA DEBT STRATEGIES LTD,LON:ACD,,,,,,,,
ACORN INCOME FUND LD,LON:AIF,01/10/2018 16:30:00,426.68,427.96,427.96,425.32,19758,482.9,408
ACORN INCOME FUND LD,LON:AIFZ,01/10/2018 16:30:00,151.94,150.66,151.94,150.66,4228,153,146
ACTION HOTELS PLC,LON:AHCG,01/10/2018 16:30:00,23.4,24,24,23,66729,38.25,15
ACTIVE ENERGY GROUP PLC,LON:AEG,01/10/2018 16:30:00,2.48,2.44,2.69,2.33,1708143,5.19,2.17
ACTUAL EXPERIENCE PLC,LON:ACT,01/10/2018 17:08:13,215,213.5,230,213.5,6603,319.99,200
ADAMAS FINANCE ASIA LIMITED,LON:ADAM,01/10/2018 16:30:00,0.59,,,,0,1.33,0.59
ADAMS PLC,LON:ADA,01/10/2018 16:30:00,1.15,,,,0,7.96,1.15
ADEPT4 PLC ,LON:AD4,01/10/2018 16:30:00,1.7,1.7,1.7,1.7,6944,4.9,1.3
ADEPT TELECOM PLC,LON:ADT,01/10/2018 16:30:00,417,405,430,405,9414,430,256.2
ADES INTERNATIONAL HOLDING LTD,LON:ADES,01/10/2018 16:30:00,13.05,13.35,13.5,13,16945,17.5,11.95
ADMIRAL GROUP PLC,LON:ADM,01/10/2018 16:40:53,2057,2069,2098,2057,1500226,2138,1775
ADVANCED MEDICAL SOLUTIONS GROUP PLC,LON:AMS,01/10/2018 16:35:21,330,329,334,326,168156,374,281
ADVANCED ONCOTHERAPY PLC,LON:AVO,01/10/2018 16:30:00,41.6,42.78,44,41.28,95862,64.8,20.31
ADVFN PLC,LON:AFN,01/10/2018 16:30:00,25,25,25,25,40,84.5,21.7
AECI LD,LON:87FZ,01/10/2018 16:30:00,55,,,,0,65.75,65.75
AEOREMA COMMUNICATIONS PLC,LON:AEO,01/10/2018 16:30:00,27.3,,,,0,34.9,23.04
AEW UK LONG LEASE REIT PLC,LON:AEWL,01/10/2018 16:30:00,94.6,94.01,94.6,94.01,9168,103.5,84.01
AEW UK REIT PLC,LON:AEWU,01/10/2018 16:30:00,95,95.8,95.8,95,242810,102,94
AFARAK GROUP PLC,LON:AFRK,01/10/2018 16:30:00,80.75,,,,0,100,65.5
AFC ENERGY PLC,LON:AFC,01/10/2018 16:30:00,6.85,6.61,7,6.53,728856,19.38,6.53
AFH FINANCIAL GROUP PLC,LON:AFHP,01/10/2018 17:08:11,405,404,405,400,195523,424,243
AFI DEVELOPMENT PLC,LON:AFRB,01/10/2018 16:30:00,0.22,,,,0,0.35,0.15
AFRICAN BATTERY METALS PLC,LON:ABM,01/10/2018 16:30:00,2.25,2.3,2.3,2.25,723,11,2.25
AFRICA OPPORTUNITY FUND LIMITED,LON:AOF,01/10/2018 16:39:28,0.71,0.72,0.72,0.7,25325,0.84,0.7
AFRITIN MINING LIMITED,LON:ATM,01/10/2018 16:30:00,3.4,3.54,3.57,3.4,533403,4.39,1.93
AGGREGATED MICRO POWER HOLDINGS PLC,LON:AMPH,01/10/2018 16:30:00,100,,,,0,113.5,74.41
AGGREKO PLC,LON:AGK,01/10/2018 16:41:36,874,873.4,885.6,861.8,1053827,994.5,636.8
AGRITERRA LD,LON:AGTA,01/10/2018 16:30:00,10.2,14,14,10.2,6190,29,8
AIB GROUP PLC,LON:AIBG,01/10/2018 17:08:10,4.45,4.44,4.53,4.43,339471,5.8,4.38
AIQ LIMITED,LON:AIQ,01/10/2018 16:30:00,30.1,30.1,30.1,30.1,57,160,8.9
AIR CHINA LD,LON:AIRC,,,,,,,,
AIREA PLC,LON:AIEA,01/10/2018 16:30:00,60,59.5,60,56.59,16865,74.4,28.51
AIR PARTNER PLC,LON:AIR,01/10/2018 16:30:00,107.55,114,114,107.55,35308,156,65
"AKERS BIOSCIENCES, INC.",LON:AKR,01/10/2018 16:30:00,16.5,16.5,16.5,16.5,22162,85,10.5
ALBA MINERAL RESOURCES PLC,LON:ALBA,01/10/2018 16:30:00,0.41,0.4,0.42,0.39,5178509,0.66,0.24
ALBERT TECHNOLOGIES LTD,LON:ALB,01/10/2018 16:30:00,25.4,25.13,25.4,25.13,122462,47.75,19
ALBION DEVELOPMENT VCT PLC,LON:AADV,01/10/2018 16:30:00,76,76,76,76,1622,76,67
ALBION ENTERPRISE VCT PLC,LON:AAEV,01/10/2018 16:30:00,106,,,,0,109.9,91
ALBION TECHNOLOGY & GENERAL VCT PLC,LON:AATG,01/10/2018 16:30:00,71,,,,0,72.89,65
ALBION VENTURE CAPITAL TST PLC,LON:AAVC,01/10/2018 16:30:00,73.5,,,,0,73.5,65.5
ALCENTRA EUROPEAN FLOATING RATE INCOME FUND LIMITED,LON:AEFS,01/10/2018 16:30:00,100,100.75,100.75,100,19560,103,97
ALEXANDER MINING PLC,LON:AXM,01/10/2018 16:30:00,0.12,0.12,0.12,0.1,2999301,0.19,0.09
ALFA FINANCIAL SOFTWARE HOLDINGS PLC,LON:ALFA,01/10/2018 16:35:57,143.5,140.2,145.2,136,622426,548,131.2
ALL ASIA ASSET CAPITAL LIMITED,LON:AAA,01/10/2018 16:30:00,2,,,,0,4,2
ALLERGY THERAPEUTICS PLC,LON:AGY,01/10/2018 16:30:00,24.25,24.25,24.25,24,173181,39.5,23
ALLIANCE PHARMA PLC,LON:APH,01/10/2018 17:08:19,67.6,68,69.09,66,2152336,102.5,54.25
ALLIANCE TRUST PLC,LON:ATST,01/10/2018 16:41:36,773,775,776,771,163162,791.15,686
ALLIANZ TECHNOLOGY TRUST PLC,LON:ATT,01/10/2018 16:35:15,1585,1566,1600,1566,42897,1645,1047
ALLIED MINDS PLC,LON:ALM,01/10/2018 16:35:04,75.1,74.1,78.5,74.1,129251,190,67.19
ALPHA FINANCIAL MARKETS CONSULTING PLC,LON:AFM,01/10/2018 16:30:00,247.2,250.9,250.9,247.2,29565,274,158
ALPHA FX GROUP PLC,LON:AFX,01/10/2018 16:30:00,660,649.9,660,633,8450,660,445
ALPHA GROWTH PLC,LON:ALGW,01/10/2018 16:30:00,1.99,2.1,2.1,1.92,2205451,3.35,0.76
ALPHA REAL TRUST LIMITED,LON:ARTL,01/10/2018 17:07:52,135,128.05,135,128.05,77803,141.34,118.53
ALTERNATIVE LIQUIDITY FUND LIMITED,LON:ALF,01/10/2018 16:30:00,0.15,,,,0,0.27,0.15
ALTITUDE GROUP PLC,LON:ALT,01/10/2018 17:08:32,80.5,80.4,80.5,79.3,55632,107,47.38
ALTONA ENERGY PLC,LON:ANR,01/10/2018 16:30:00,0.23,0.23,0.23,0.23,8589,0.89,0.12
ALTUS STRATEGIES PLC,LON:ALS,01/10/2018 16:30:00,3.2,,,,0,10,3.2
ALTYN PLC,LON:ALTN,01/10/2018 16:30:00,0.72,0.72,0.72,0.72,141148,1.75,0.62
ALUMASC GROUP PLC,LON:ALU,01/10/2018 16:30:00,141.5,141.5,141.5,138.15,30096,182,115
AMATI AIM VCT PLC,LON:AMAT,01/10/2018 16:30:00,169.1,169.1,169.1,169.1,523,175,145.75
AMEDEO AIR FOUR PLUS LIMITED,LON:AA4,01/10/2018 16:30:00,106.25,108.25,108.75,106.25,7338,110,103
AMEDEO RESOURCES PLC,LON:AMED,01/10/2018 16:30:00,9.09,,,,0,16.24,8.5
AMERISUR RESOURCES PLC,LON:AMER,01/10/2018 16:35:10,11.5,11.5,12.6,11.4,5019003,22.5,11.4
AMIAD WATER SYSTEMS LTD,LON:AFS,01/10/2018 16:30:00,250,241,250,241,3400,276,116.9
AMIGO HOLDINGS PLC,LON:AMGO,01/10/2018 16:35:15,250,248,250,245,121166,314.95,200
AMINEX PLC,LON:AEX,01/10/2018 16:30:00,1.73,1.64,1.79,1.59,8633012,4.36,1.58
AMINO TECHNOLOGIES PLC,LON:AMO,01/10/2018 17:08:33,209,207,209,207,30131,220.9,173.68
AMPHION INNOVATIONS PLC,LON:AMP,01/10/2018 16:37:50,0.69,0.7,0.7,0.67,287435,2.74,0.56
AMRYT PHARMA PLC,LON:AMYT,01/10/2018 16:30:00,16.51,16.84,16.84,16.51,44567,22.13,15.6
AMUR MINERALS CORPORATION,LON:AMC,01/10/2018 16:30:00,4.19,4.21,4.37,4.07,1157665,8.68,3
ANDALAS ENERGY AND POWER PLC,LON:ADL,01/10/2018 16:30:00,1.07,1.07,1.07,1.03,1985421,3.17,0.6
ANDREWS SYKES GROUP PLC,LON:ASY,01/10/2018 16:30:00,625,625,625,625,1004,665,466.75
ANEXO GROUP PLC,LON:ANX,01/10/2018 16:30:00,130,130,130,130,6059,131.5,101.5
ANGLE PLC,LON:AGL,01/10/2018 16:30:00,44.95,44.9,44.95,44.9,24578,60.74,35
ANGLESEY MINING PLC,LON:AYM,01/10/2018 16:30:00,1.59,1.51,1.59,1.51,28752,3.35,1.38
ANGLING DIRECT PLC,LON:ANG,01/10/2018 16:30:00,104.25,104.25,104.25,104.25,375,120.75,65.81
ANGLO AFRICAN AGRICULTURE PLC,LON:AAAP,01/10/2018 16:30:00,0.46,0.47,0.49,0.46,757920,1.04,0.26
ANGLO AFRICAN OIL & GAS PLC,LON:AAOG,01/10/2018 16:30:00,9.38,9.22,9.5,9.1,875493,17.41,6.5
ANGLO AMERICAN PLC,LON:AAL,01/10/2018 16:40:29,1715.6,1722.8,1734.6,1702.6,3133606,1948,1315
ANGLO ASIAN MINING PLC,LON:AAZ,01/10/2018 16:35:24,70.2,67.4,70.2,67.11,355881,70.2,26.7
ANGLO-EASTERN PLANTATIONS PLC,LON:AEP,01/10/2018 16:35:16,584,582,604,578,2423,886,550
ANGLO PACIFIC GROUP PLC,LON:APF,01/10/2018 16:35:19,147,143.4,149.33,142.28,117068,168,122.41
ANGUS ENERGY PLC,LON:ANGS,01/10/2018 16:30:00,7.83,7.89,8.22,7.8,3158995,38,4.41
ANIMALCARE GROUP PLC,LON:ANCR,01/10/2018 17:07:50,197.5,190,200,188,69736,356,150
ANPARIO PLC,LON:ANP,01/10/2018 16:30:00,500,485,500,483,3951,510,390
ANTOFAGASTA PLC,LON:70GD,15/03/2017 12:09:35,75,,,,0,,
ANTOFAGASTA PLC,LON:ANTO,01/10/2018 16:42:02,859.6,865.6,881.4,849,3076689,1171.5,11.12
AORTECH INTERNATIONAL PLC,LON:AOR,01/10/2018 16:30:00,76,72.5,76,72.5,19887,98.1,16.63
AO WORLD PLC,LON:AO.,,,,,,,,
APAX GLOBAL ALPHA LIMITED,LON:APAX,01/10/2018 16:35:16,136.5,137.5,137.5,136.5,107550,155,128.34
APC TECHNOLOGY GROUP PLC,LON:APC,01/10/2018 16:30:00,7.2,7,7.25,7,71387,8.5,5.6
APPLEGREEN PLC,LON:APGN,01/10/2018 16:30:00,565,583,583,565,7381,583,490
APPLIED GRAPHENE MATERIALS PLC,LON:AGM,01/10/2018 16:30:00,42.5,43.99,44,42.5,8107,87,35
APPSCATTER GROUP PLC,LON:APPS,01/10/2018 16:35:51,30,30.3,30.3,30,68900,95,28.6
APQ GLOBAL LIMITED,LON:APQ,01/10/2018 16:30:00,83,,,,0,105.75,83
AQUILA SERVICES GROUP PLC,LON:AQSG,01/10/2018 16:30:00,42,,,,0,44.9,36.5
AQUIS EXCHANGE PLC,LON:AQX,01/10/2018 16:30:00,425,425,437,425,7337,475,330
ARBUTHNOT BANKING GROUP PLC,LON:ARBB,01/10/2018 16:35:07,1400,1450,1485,1400,3271,1650,1260
ARC MINERALS LIMITED,LON:ARCM,01/10/2018 16:30:00,4.1,4.35,4.4,4.05,4146194,5.77,2
ARCONTECH GROUP PLC,LON:ARC,01/10/2018 17:08:02,143,140,145.99,140,24065,164.95,57
ARDEN PARTNERS PLC,LON:ARDN,01/10/2018 16:30:00,34.25,,,,0,55.7,33.22
ARENA EVENTS GROUP PLC,LON:ARE,01/10/2018 16:30:00,68,68.5,68.5,67.5,147910,74,47.65
ARGO BLOCKCHAIN PLC,LON:ARB,01/10/2018 17:08:18,7.75,7.64,8,7.35,398295,17.4,7.05
ARGO GROUP LIMITED,LON:ARGO,01/10/2018 16:30:00,17.4,,,,0,19,16
ARGOS RESOURCES LIMITED,LON:ARG,01/10/2018 16:30:00,6.22,6.03,6.22,6.03,25715,13.9,2.55
ARIANA RESOURCES PLC,LON:AAU,01/10/2018 16:30:00,1.19,1.2,1.22,1.16,4234439,1.69,1.12
ARIAN SILVER CORPORATION,LON:AGQ,01/10/2018 16:30:00,0.19,0.2,0.2,0.19,528489,0.44,0.16
ARIX BIOSCIENCE PLC,LON:ARIX,01/10/2018 16:35:19,174,173.6,177,172,27997,220,156.1
ARMADALE CAPITAL PLC,LON:ACP,01/10/2018 16:30:00,1.52,1.58,1.63,1.51,1030353,2.68,1
ARRICANO REAL ESTATE PLC,LON:ARO,01/10/2018 16:30:00,0.76,,,,0,0.76,0.45
ARROW GLOBAL GROUP PLC,LON:ARW,01/10/2018 16:35:19,223.5,227,231.15,220.5,1201748,463.5,207
ARTEMIS ALPHA TRUST PLC,LON:ATS,01/10/2018 16:30:00,315,319,319,313,2870,358,288
ARTEMIS VCT PLC,LON:AAM,01/10/2018 16:30:00,73,73,73,73,3106,82,62.5
ARTILIUM PLC,LON:ARTA,01/10/2018 16:30:00,22.8,,,,0,23,7.85
ASA INTERNATIONAL GROUP PLC,LON:ASAI,01/10/2018 16:35:12,465,490,490,460.05,16720,525,313.5
ASCENTIAL PLC,LON:ASCL,01/10/2018 16:41:36,424.4,430.4,432,417.6,471210,469,324.3
ASCENT RESOURCES PLC,LON:AST,01/10/2018 17:08:24,0.93,0.77,0.98,0.77,27916169,2.45,0.02
ASEANA PROPERTIES LIMITED,LON:ASPL,01/10/2018 16:30:00,0.54,,,,0,0.57,0.51
ASHLEY HOUSE PLC,LON:ASH,01/10/2018 16:30:00,13.39,,,,0,16.45,5.77
ASHLEY (LAURA) HOLDINGS PLC,LON:ALY,01/10/2018 16:30:00,4.65,4.89,4.99,4.65,115427,8.5,3.65
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOL,01/10/2018 16:30:00,4.15,4.15,4.15,4.15,1,5,3.3
ASHMORE GLOBAL OPPORTUNITIES LIMITED,LON:AGOU,01/10/2018 16:30:00,4,,,,0,5,3.65
ASHMORE GROUP PLC,LON:ASHM,01/10/2018 16:41:36,366.8,366.2,368,361,780419,447.2,326.9
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,LON:AIE,01/10/2018 16:35:18,96,96,96,95,18992,107.98,95
ASHPOL PLC,LON:BC24,,0,,,,0,5,5
ASHTEAD GROUP PLC,LON:AHT,01/10/2018 16:40:53,2438,2433,2449,2410,1058930,2461,1783
ASIAMET RESOURCES LIMITED,LON:ARS,01/10/2018 16:35:53,9.88,9.95,9.95,9.83,1318180,15,4.6
ASOS PLC,LON:ASC,01/10/2018 16:35:09,5830,5882,5882,5708,308476,7770,58.29
ASSETCO PLC,LON:ASTO,01/10/2018 16:30:00,370,,,,0,410,260
ASSOCIATED BRITISH ENGINEERING PLC,LON:ASBE,01/10/2018 16:30:00,30,,,,0,60,20
ASSOCIATED BRITISH FOODS PLC,LON:ABF,01/10/2018 16:40:53,2290,2287,2302,2277,719739,3387,2186
ASSURA PLC,LON:AGR,01/10/2018 16:41:36,53.9,54.1,54.2,53.75,3025753,64.4,53.5
ASTRAZENECA PLC,LON:AZN,01/10/2018 16:39:28,5990,5973,6001,5930,1563042,6126.4,4544.5
ATALAYA MINING PLC,LON:ATYM,01/10/2018 16:30:00,259,256,260.16,255.5,58606,16400,150
ATHELNEY TRUST PLC,LON:ATY,01/10/2018 16:30:00,231,,,,0,289,231
ATLANTIS JAPAN GROWTH FUND LD,LON:AJG,01/10/2018 16:30:00,222,222,223,222,9206,260.51,190.25
ATLAS MARA LIMITED,LON:ATMA,01/10/2018 16:30:00,2.36,2.36,2.36,2.36,3708,2.9,2.2
ATTRAQT GROUP PLC,LON:ATQT,01/10/2018 16:30:00,35,35,35.35,35,57074,46.49,25
AUCTUS GROWTH PLC,LON:AUCT,01/10/2018 16:30:00,34,,,,0,36.5,29
AUDIOBOOM GROUP PLC,LON:BOOM,01/10/2018 16:30:00,2.19,2.17,2.4,2.17,232617,3.9,1.57
AUGEAN PLC,LON:AUG,01/10/2018 16:30:00,53.05,51.45,53.05,51.45,24153,54,22.35
AUGMENTUM FINTECH PLC,LON:AUGM,01/10/2018 16:30:00,100.33,100.5,100.65,100,55224,104.71,99
AUKETT SWANKE GROUP PLC,LON:AUK,01/10/2018 16:30:00,1.88,1.88,1.88,1.88,55000,3.2,1
AURA ENERGY LIMITED,LON:AURA,01/10/2018 16:30:00,1.24,1.23,1.24,1.15,507316,1.9,1.06
AURORA INVESTMENT TRUST PLC,LON:ARR,01/10/2018 16:30:00,217.6,216.39,217.6,216.12,4596,223,196
AUTINS GROUP PLC,LON:AUTG,01/10/2018 16:30:00,37.45,37.45,37.45,37.45,20000,150,35.01
AUTO TRADER GROUP PLC,LON:AUTO,01/10/2018 16:41:36,451.1,446.6,456.2,446.3,3366548,471.4,313
AVACTA GROUP PLC,LON:AVCT,01/10/2018 16:37:48,24,24.75,24.75,24,152049,73,21
AVANTI COMMUNICATIONS GROUP PLC,LON:AVN,01/10/2018 16:30:00,4.7,5.07,5.07,4.65,106482,15.9,4.5
AVAST PLC,LON:AVST,01/10/2018 16:35:27,291,284.1,292.5,283.55,1213005,293,205
AVATION PLC,LON:AVAP,01/10/2018 16:30:00,249,250,250,249,11220,252,202
AVESORO RESOURCES INC.,LON:ASO,01/10/2018 16:30:00,160,178,178,158,38888,294.5,150
AVEVA GROUP PLC,LON:AVV,01/10/2018 16:41:36,2878,2918,2932,2870,199555,3084,1791
AVINGTRANS PLC,LON:AVG,01/10/2018 16:30:00,217.2,215.3,217.95,215,10435,237.8,174.11
AVIVA PLC,LON:AV.,,,,,,,,
AVIVA PLC,LON:AV.A,01/10/2018 16:30:00,146.05,147,147,146,38694,178.86,103
AVIVA PLC,LON:AV.B,01/10/2018 16:30:00,137.95,139,139.5,137.1,43665,162.25,119
AVOCET MINING PLC,LON:AVM,01/10/2018 16:30:00,7.46,11.4,11.4,7.4,301673,25.5,7.4
AVON RUBBER PLC,LON:AVON,01/10/2018 16:35:30,1310,1289.8,1310,1285,52867,1485,920
AXA PROPERTY TRUST LIMITED,LON:APT,01/10/2018 16:30:00,35.05,34.85,35.05,34.85,2684,60.25,31.8
AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,LON:AXI,01/10/2018 16:30:00,98.58,,,,0,108.5,96.2
BABCOCK INTERNATIONAL GROUP PLC,LON:BAB,01/10/2018 16:40:53,700.2,723.6,732.6,700.2,2383394,868,604
BACANORA LITHIUM PLC,LON:BCN,01/10/2018 16:30:00,32.4,34.15,34.15,32,268586,157,32
BAE SYSTEMS PLC,LON:BA.,,,,,,,,
BAGIR GROUP LTD.,LON:BAGR,01/10/2018 16:30:00,2.5,2.39,2.5,2.39,903603,3.44,1
BAHAMAS PETROLEUM COMPANY PLC,LON:BPC,01/10/2018 16:35:27,1.5,1.62,1.62,1.5,2196697,7.78,0.46
BAILEY (C.H.) PLC,LON:BLEY,01/10/2018 16:30:00,101.5,,,,0,149.25,95
BAILLIE GIFFORD JAPAN TRUST PLC,LON:BGFD,01/10/2018 16:35:04,866,861,866,860.3,129978,886,712
BAILLIE GIFFORD SHIN NIPPON PLC,LON:BGS,01/10/2018 16:35:04,206,206,206,202.74,149614,206,146.1
BAILLIE GIFFORD UK GROWTH FUND PLC,LON:BGUK,01/10/2018 16:30:00,181.52,182.41,182.5,181,118672,200.25,163.51
BAILLIE GIFFORD US GROWTH TRUST PLC,LON:USA,01/10/2018 16:35:25,135.6,133.67,135.6,133.6,209955,135.89,99.6
BAKER STEEL RESOURCES TRUST LIMITED,LON:BSRT,01/10/2018 16:30:00,40.36,40.36,40.36,40.36,8812,52.5,39.25
BAKKAVOR GROUP PLC,LON:BAKK,01/10/2018 16:35:05,169,170,170,166.6,239100,215,164
BALFOUR BEATTY PLC,LON:BBY,01/10/2018 16:42:02,278.5,274.4,281.4,273.91,2556699,318.6,257.2
BALFOUR BEATTY PLC,LON:BBYB,01/10/2018 16:30:00,109.21,109.21,111.19,109.21,42539,117.25,108
BANCO BILBAO VIZCAYA ARGENTARIA S.A.,LON:BVA,01/10/2018 16:30:41,5.56,5.49,5.59,5.49,4311328,8.14,4.69
BANCO SANTANDER S.A.,LON:BNC,01/10/2018 16:30:00,387,,,,0,534.5,317.69
BANGO PLC,LON:BGO,01/10/2018 16:30:05,155.9,158.96,159.5,153.63,133699,266.32,143
BANKERS INVESTMENT TRUST PLC,LON:BNKR,01/10/2018 16:42:02,904,897,904.13,896,107807,926.96,818
BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,LON:BOCH,01/10/2018 16:35:21,2.22,2.25,2.27,2.19,109223,2.95,1.41
BANK OF GEORGIA GROUP PLC,LON:BGEO,01/10/2018 16:35:02,1737.2,1712.2,1756.2,1712,76515,3884,1570.4
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIC,01/10/2018 16:30:00,18.25,,,,0,18.25,17
BANK OF IRELAND (GOVERNOR & COMPANY OF THE),LON:BKIE,20/02/2017 10:52:13,22.6,,,,0,,
BANK OF IRELAND GROUP PLC,LON:BIRG,01/10/2018 17:08:27,6.47,6.6,6.7,6.44,418067,8.24,6.18
BARCLAYS PLC,LON:BARC,01/10/2018 16:39:28,172.4,172.7,174.14,170.7,45248738,220.18,168.34
BARING EMERGING EUROPE PLC,LON:BEE,01/10/2018 16:30:00,712,697.98,714,697.98,20374,852,648
BARLOWORLD LD,LON:BWO,01/10/2018 16:30:00,805.49,,,,0,805.49,590
BARON OIL PLC,LON:BOIL,01/10/2018 16:30:00,0.57,0.56,0.57,0.52,3018436,0.7,0.18
BARONSMEAD SECOND VENTURE TRUST PLC,LON:BMD,01/10/2018 16:30:00,87,87,87,87,5624,91.34,84.5
BARONSMEAD VENTURE TRUST PLC,LON:BVT,01/10/2018 16:30:00,86,86,86,86,4484,89.2,83
BARR (A.G.) PLC,LON:BAG,01/10/2018 16:42:02,733,725,738,721,193156,751,597
BARRATT DEVELOPMENTS PLC,LON:BDEV,01/10/2018 16:40:53,558.2,568.6,568.8,555.4,4183991,705.5,6.26
BASE RESOURCES LIMITED,LON:BSE,01/10/2018 16:30:00,13,13.5,13.5,13,60967,19.32,13
BASF SE,LON:BFA,01/10/2018 18:29:48,76.75,76.79,77.29,76.57,218862,107.81,75.55
BASKERVILLE CAPITAL PLC,LON:BASK,01/10/2018 16:30:00,3.14,3.31,3.31,3.14,116000,6.5,3.14
BATM ADVANCED COMMUNICATIONS LD,LON:BVC,01/10/2018 16:35:19,35,35,35.95,34.56,838974,42.5,16.75
BBA AVIATION PLC,LON:BBA,01/10/2018 16:42:02,305.4,301.4,306.4,299,1583080,370.4,281.2
BBGI SICAV S.A.,LON:BBGI,01/10/2018 16:35:24,147.5,147.48,147.5,146.5,509798,150.5,130
BB HEALTHCARE TRUST PLC,LON:BBH,01/10/2018 16:35:17,148.5,144.75,150,144.75,237284,150.34,101.41
BBVA CAPITAL FUNDING LD,LON:77GD,,0,,,,0,,
